"ANNEE";"COMM";"TYPE_LGT";"LOG_AUT";"LOG_COM";"SDP_AUT";"SDP_COM"
"2025";"95476";"Individuel pur";8;;925;
"2025";"95476";"Individuel groupe";0;;0;
"2025";"95476";"Collectif";4;;205;
"2025";"95476";"Residence";281;;6934;
"2025";"95480";"Tous Logements";43;;3631;
"2025";"95480";"Individuel pur";1;;84;
"2025";"95480";"Individuel groupe";0;;0;
"2025";"95480";"Collectif";0;;0;
"2025";"95480";"Residence";42;;3547;
"2025";"95483";"Tous Logements";0;;0;
"2025";"95483";"Individuel pur";0;;0;
"2025";"95483";"Individuel groupe";0;;0;
"2025";"95483";"Collectif";0;;0;
"2025";"95483";"Residence";0;;0;
"2025";"95487";"Tous Logements";73;;4125;
"2025";"95487";"Individuel pur";1;;99;
"2025";"95487";"Individuel groupe";2;;174;
"2025";"95487";"Collectif";70;;3852;
"2025";"95487";"Residence";0;;0;
"2025";"95488";"Tous Logements";13;;2134;
"2025";"95488";"Individuel pur";13;;2134;
"2025";"95488";"Individuel groupe";0;;0;
"2025";"95488";"Collectif";0;;0;
"2025";"95488";"Residence";0;;0;
"2025";"95489";"Tous Logements";0;;0;
"2025";"95489";"Individuel pur";0;;0;
"2025";"95489";"Individuel groupe";0;;0;
"2025";"95489";"Collectif";0;;0;
"2025";"95489";"Residence";0;;0;
"2025";"95491";"Tous Logements";72;;5040;
"2025";"95491";"Individuel pur";5;;765;
"2025";"95491";"Individuel groupe";0;;0;
"2025";"95491";"Collectif";67;;4275;
"2025";"95491";"Residence";0;;0;
"2025";"95492";"Tous Logements";0;;0;
"2025";"95492";"Individuel pur";0;;0;
"2025";"95492";"Individuel groupe";0;;0;
"2025";"95492";"Collectif";0;;0;
"2025";"95492";"Residence";0;;0;
"2025";"95493";"Tous Logements";0;;0;
"2025";"95493";"Individuel pur";0;;0;
"2025";"95493";"Individuel groupe";0;;0;
"2025";"95493";"Collectif";0;;0;
"2025";"95493";"Residence";0;;0;
"2025";"95500";"Tous Logements";256;;16226;
"2025";"95500";"Individuel pur";2;;160;
"2025";"95500";"Individuel groupe";0;;0;
"2025";"95500";"Collectif";254;;16066;
"2025";"95500";"Residence";0;;0;
"2025";"95504";"Tous Logements";5;;444;
"2025";"95504";"Individuel pur";3;;261;
"2025";"95504";"Individuel groupe";2;;183;
"2025";"95504";"Collectif";0;;0;
"2025";"95504";"Residence";0;;0;
"2025";"95509";"Tous Logements";1;;100;
"2025";"95509";"Individuel pur";1;;100;
"2025";"95509";"Individuel groupe";0;;0;
"2025";"95509";"Collectif";0;;0;
"2025";"95509";"Residence";0;;0;
"2025";"95510";"Tous Logements";0;;0;
"2025";"95510";"Individuel pur";0;;0;
"2025";"95510";"Individuel groupe";0;;0;
"2025";"95510";"Collectif";0;;0;
"2025";"95510";"Residence";0;;0;
"2025";"95523";"Tous Logements";0;;0;
"2025";"95523";"Individuel pur";0;;0;
"2025";"95523";"Individuel groupe";0;;0;
"2025";"95523";"Collectif";0;;0;
"2025";"95523";"Residence";0;;0;
"2025";"95527";"Tous Logements";0;;0;
"2025";"95527";"Individuel pur";0;;0;
"2025";"95527";"Individuel groupe";0;;0;
"2025";"95527";"Collectif";0;;0;
"2025";"95527";"Residence";0;;0;
"2025";"95529";"Tous Logements";1;;124;
"2025";"95529";"Individuel pur";1;;124;
"2025";"95529";"Individuel groupe";0;;0;
"2025";"95529";"Collectif";0;;0;
"2025";"95529";"Residence";0;;0;
"2025";"95535";"Tous Logements";2;;188;
"2025";"95535";"Individuel pur";2;;188;
"2025";"95535";"Individuel groupe";0;;0;
"2025";"95535";"Collectif";0;;0;
"2025";"95535";"Residence";0;;0;
"2025";"95539";"Tous Logements";2;;206;
"2025";"95539";"Individuel pur";2;;206;
"2025";"95539";"Individuel groupe";0;;0;
"2025";"95539";"Collectif";0;;0;
"2025";"95539";"Residence";0;;0;
"2025";"95541";"Tous Logements";0;;0;
"2025";"95541";"Individuel pur";0;;0;
"2025";"95541";"Individuel groupe";0;;0;
"2025";"95541";"Collectif";0;;0;
"2025";"95541";"Residence";0;;0;
"2025";"95543";"Tous Logements";0;;0;
"2025";"95543";"Individuel pur";0;;0;
"2025";"95543";"Individuel groupe";0;;0;
"2025";"95543";"Collectif";0;;0;
"2025";"95543";"Residence";0;;0;
"2025";"95554";"Tous Logements";0;;0;
"2025";"95554";"Individuel pur";0;;0;
"2025";"95554";"Individuel groupe";0;;0;
"2025";"95554";"Collectif";0;;0;
"2025";"95554";"Residence";0;;0;
"2025";"95555";"Tous Logements";1;;280;
"2025";"95555";"Individuel pur";1;;280;
"2025";"95555";"Individuel groupe";0;;0;
"2025";"95555";"Collectif";0;;0;
"2025";"95555";"Residence";0;;0;
"2025";"95563";"Tous Logements";18;;1918;
"2025";"95563";"Individuel pur";11;;1456;
"2025";"95563";"Individuel groupe";0;;0;
"2025";"95563";"Collectif";3;;175;
"2025";"95563";"Residence";4;;287;
"2025";"95566";"Tous Logements";9;;849;
"2025";"95566";"Individuel pur";6;;634;
"2025";"95566";"Individuel groupe";0;;0;
"2025";"95566";"Collectif";3;;215;
"2025";"95566";"Residence";0;;0;
"2025";"95572";"Tous Logements";6;;677;
"2025";"95572";"Individuel pur";2;;257;
"2025";"95572";"Individuel groupe";4;;420;
"2025";"95572";"Collectif";0;;0;
"2025";"95572";"Residence";0;;0;
"2025";"95574";"Tous Logements";2;;266;
"2025";"95574";"Individuel pur";2;;266;
"2025";"95574";"Individuel groupe";0;;0;
"2025";"95574";"Collectif";0;;0;
"2025";"95574";"Residence";0;;0;
"2025";"95580";"Tous Logements";1;;252;
"2025";"95580";"Individuel pur";1;;252;
"2025";"95580";"Individuel groupe";0;;0;
"2025";"95580";"Collectif";0;;0;
"2025";"95580";"Residence";0;;0;
"2025";"95582";"Tous Logements";10;;1417;
"2025";"95582";"Individuel pur";6;;1207;
"2025";"95582";"Individuel groupe";0;;0;
"2025";"95582";"Collectif";4;;210;
"2025";"95582";"Residence";0;;0;
"2025";"95584";"Tous Logements";0;;0;
"2025";"95584";"Individuel pur";0;;0;
"2025";"95584";"Individuel groupe";0;;0;
"2025";"95584";"Collectif";0;;0;
"2025";"95584";"Residence";0;;0;
"2025";"95585";"Tous Logements";51;;4158;
"2025";"95585";"Individuel pur";6;;884;
"2025";"95585";"Individuel groupe";2;;100;
"2025";"95585";"Collectif";43;;3174;
"2025";"95585";"Residence";0;;0;
"2025";"95592";"Tous Logements";2;;174;
"2025";"95592";"Individuel pur";2;;174;
"2025";"95592";"Individuel groupe";0;;0;
"2025";"95592";"Collectif";0;;0;
"2025";"95592";"Residence";0;;0;
"2025";"95594";"Tous Logements";1;;188;
"2025";"95594";"Individuel pur";1;;188;
"2025";"95594";"Individuel groupe";0;;0;
"2025";"95594";"Collectif";0;;0;
"2025";"95594";"Residence";0;;0;
"2025";"95598";"Tous Logements";24;;2483;
"2025";"95598";"Individuel pur";10;;1123;
"2025";"95598";"Individuel groupe";14;;1360;
"2025";"95598";"Collectif";0;;0;
"2025";"95598";"Residence";0;;0;
"2025";"95604";"Tous Logements";0;;0;
"2025";"95604";"Individuel pur";0;;0;
"2025";"95604";"Individuel groupe";0;;0;
"2025";"95604";"Collectif";0;;0;
"2025";"95604";"Residence";0;;0;
"2025";"95607";"Tous Logements";26;;1639;
"2025";"95607";"Individuel pur";6;;850;
"2025";"95607";"Individuel groupe";2;;209;
"2025";"95607";"Collectif";18;;580;
"2025";"95607";"Residence";0;;0;
"2025";"95610";"Tous Logements";0;;0;
"2025";"95610";"Individuel pur";0;;0;
"2025";"95610";"Individuel groupe";0;;0;
"2025";"95610";"Collectif";0;;0;
"2025";"95610";"Residence";0;;0;
"2025";"95611";"Tous Logements";0;;0;
"2025";"95611";"Individuel pur";0;;0;
"2025";"95611";"Individuel groupe";0;;0;
"2025";"95611";"Collectif";0;;0;
"2025";"95611";"Residence";0;;0;
"2025";"95612";"Tous Logements";8;;1343;
"2025";"95612";"Individuel pur";6;;960;
"2025";"95612";"Individuel groupe";2;;383;
"2025";"95612";"Collectif";0;;0;
"2025";"95612";"Residence";0;;0;
"2025";"95625";"Tous Logements";1;;234;
"2025";"95625";"Individuel pur";1;;234;
"2025";"95625";"Individuel groupe";0;;0;
"2025";"95625";"Collectif";0;;0;
"2025";"95625";"Residence";0;;0;
"2025";"95627";"Tous Logements";1;;76;
"2025";"95627";"Individuel pur";1;;76;
"2025";"95627";"Individuel groupe";0;;0;
"2025";"95627";"Collectif";0;;0;
"2025";"95627";"Residence";0;;0;
"2025";"95628";"Tous Logements";1;;197;
"2025";"95628";"Individuel pur";1;;197;
"2025";"95628";"Individuel groupe";0;;0;
"2025";"95628";"Collectif";0;;0;
"2025";"95628";"Residence";0;;0;
"2025";"95633";"Tous Logements";1;;63;
"2025";"95633";"Individuel pur";1;;63;
"2025";"95633";"Individuel groupe";0;;0;
"2025";"95633";"Collectif";0;;0;
"2025";"95633";"Residence";0;;0;
"2025";"95637";"Tous Logements";41;;3193;
"2025";"95637";"Individuel pur";7;;871;
"2025";"95637";"Individuel groupe";0;;0;
"2025";"95637";"Collectif";34;;2322;
"2025";"95637";"Residence";0;;0;
"2025";"95641";"Tous Logements";7;;919;
"2025";"95641";"Individuel pur";4;;760;
"2025";"95641";"Individuel groupe";3;;159;
"2025";"95641";"Collectif";0;;0;
"2025";"95641";"Residence";0;;0;
"2025";"95651";"Tous Logements";1;;51;
"2025";"95651";"Individuel pur";1;;51;
"2025";"95651";"Individuel groupe";0;;0;
"2025";"95651";"Collectif";0;;0;
"2025";"95651";"Residence";0;;0;
"2025";"95652";"Tous Logements";2;;150;
"2025";"95652";"Individuel pur";2;;150;
"2025";"95652";"Individuel groupe";0;;0;
"2025";"95652";"Collectif";0;;0;
"2025";"95652";"Residence";0;;0;
"2025";"95656";"Tous Logements";0;;0;
"2025";"95656";"Individuel pur";0;;0;
"2025";"95656";"Individuel groupe";0;;0;
"2025";"95656";"Collectif";0;;0;
"2025";"95656";"Residence";0;;0;
"2025";"95658";"Tous Logements";0;;0;
"2025";"95658";"Individuel pur";0;;0;
"2025";"95658";"Individuel groupe";0;;0;
"2025";"95658";"Collectif";0;;0;
"2025";"95658";"Residence";0;;0;
"2025";"95660";"Tous Logements";1;;130;
"2025";"95660";"Individuel pur";1;;130;
"2025";"95660";"Individuel groupe";0;;0;
"2025";"95660";"Collectif";0;;0;
"2025";"95660";"Residence";0;;0;
"2025";"95675";"Tous Logements";0;;0;
"2025";"95675";"Individuel pur";0;;0;
"2025";"95675";"Individuel groupe";0;;0;
"2025";"95675";"Collectif";0;;0;
"2025";"95675";"Residence";0;;0;
"2025";"95676";"Tous Logements";2;;351;
"2025";"95676";"Individuel pur";2;;351;
"2025";"95676";"Individuel groupe";0;;0;
"2025";"95676";"Collectif";0;;0;
"2025";"95676";"Residence";0;;0;
"2025";"95678";"Tous Logements";3;;247;
"2025";"95678";"Individuel pur";3;;247;
"2025";"95678";"Individuel groupe";0;;0;
"2025";"95678";"Collectif";0;;0;
"2025";"95678";"Residence";0;;0;
"2025";"95680";"Tous Logements";6;;502;
"2025";"95680";"Individuel pur";1;;227;
"2025";"95680";"Individuel groupe";0;;0;
"2025";"95680";"Collectif";3;;185;
"2025";"95680";"Residence";2;;90;
"2025";"95682";"Tous Logements";3;;487;
"2025";"95682";"Individuel pur";3;;487;
"2025";"95682";"Individuel groupe";0;;0;
"2025";"95682";"Collectif";0;;0;
"2025";"95682";"Residence";0;;0;
"2025";"95690";"Tous Logements";2;;443;
"2025";"95690";"Individuel pur";2;;443;
"2025";"95690";"Individuel groupe";0;;0;
"2025";"95690";"Collectif";0;;0;
"2025";"95690";"Residence";0;;0;
"2024";"95002";"Tous Logements";0;1;0;135
"2024";"95002";"Individuel pur";0;1;0;135
"2024";"95002";"Individuel groupe";0;0;0;0
"2024";"95002";"Collectif";0;0;0;0
"2024";"95002";"Residence";0;0;0;0
"2024";"95008";"Tous Logements";4;0;238;0
"2024";"95008";"Individuel pur";2;0;142;0
"2024";"95008";"Individuel groupe";2;0;96;0
"2024";"95008";"Collectif";0;0;0;0
"2024";"95008";"Residence";0;0;0;0
"2024";"95011";"Tous Logements";1;0;163;0
"2024";"95011";"Individuel pur";1;0;163;0
"2024";"95011";"Individuel groupe";0;0;0;0
"2024";"95011";"Collectif";0;0;0;0
"2024";"95011";"Residence";0;0;0;0
"2024";"95012";"Tous Logements";0;0;0;0
"2024";"95012";"Individuel pur";0;0;0;0
"2024";"95012";"Individuel groupe";0;0;0;0
"2024";"95012";"Collectif";0;0;0;0
"2024";"95012";"Residence";0;0;0;0
"2024";"95014";"Tous Logements";2;0;472;0
"2024";"95014";"Individuel pur";2;0;472;0
"2024";"95014";"Individuel groupe";0;0;0;0
"2024";"95014";"Collectif";0;0;0;0
"2024";"95014";"Residence";0;0;0;0
"2024";"95018";"Tous Logements";331;159;26099;11944
"2024";"95018";"Individuel pur";36;22;6266;3070
"2024";"95018";"Individuel groupe";18;4;1871;385
"2024";"95018";"Collectif";277;133;17962;8489
"2024";"95018";"Residence";0;0;0;0
"2024";"95019";"Tous Logements";43;4;2925;476
"2024";"95019";"Individuel pur";5;4;503;476
"2024";"95019";"Individuel groupe";0;0;0;0
"2024";"95019";"Collectif";38;0;2422;0
"2024";"95019";"Residence";0;0;0;0
"2024";"95023";"Tous Logements";0;0;0;0
"2024";"95023";"Individuel pur";0;0;0;0
"2024";"95023";"Individuel groupe";0;0;0;0
"2024";"95023";"Collectif";0;0;0;0
"2024";"95023";"Residence";0;0;0;0
"2024";"95024";"Tous Logements";1;0;142;0
"2024";"95024";"Individuel pur";1;0;142;0
"2024";"95024";"Individuel groupe";0;0;0;0
"2024";"95024";"Collectif";0;0;0;0
"2024";"95024";"Residence";0;0;0;0
"2024";"95026";"Tous Logements";1;0;143;0
"2024";"95026";"Individuel pur";1;0;143;0
"2024";"95026";"Individuel groupe";0;0;0;0
"2024";"95026";"Collectif";0;0;0;0
"2024";"95026";"Residence";0;0;0;0
"2024";"95028";"Tous Logements";4;0;495;0
"2024";"95028";"Individuel pur";2;0;419;0
"2024";"95028";"Individuel groupe";0;0;0;0
"2024";"95028";"Collectif";2;0;76;0
"2024";"95028";"Residence";0;0;0;0
"2024";"95039";"Tous Logements";16;5;1081;343
"2024";"95039";"Individuel pur";7;5;460;343
"2024";"95039";"Individuel groupe";7;0;508;0
"2024";"95039";"Collectif";2;0;113;0
"2024";"95039";"Residence";0;0;0;0
"2024";"95040";"Tous Logements";1;0;242;0
"2024";"95040";"Individuel pur";1;0;242;0
"2024";"95040";"Individuel groupe";0;0;0;0
"2024";"95040";"Collectif";0;0;0;0
"2024";"95040";"Residence";0;0;0;0
"2024";"95042";"Tous Logements";44;3;2609;454
"2024";"95042";"Individuel pur";1;3;156;454
"2024";"95042";"Individuel groupe";0;0;0;0
"2024";"95042";"Collectif";43;0;2453;0
"2024";"95042";"Residence";0;0;0;0
"2024";"95046";"Tous Logements";0;0;0;0
"2024";"95046";"Individuel pur";0;0;0;0
"2024";"95046";"Individuel groupe";0;0;0;0
"2024";"95046";"Collectif";0;0;0;0
"2024";"95046";"Residence";0;0;0;0
"2024";"95051";"Tous Logements";7;50;410;3150
"2024";"95051";"Individuel pur";4;2;347;234
"2024";"95051";"Individuel groupe";0;0;0;0
"2024";"95051";"Collectif";3;48;63;2916
"2024";"95051";"Residence";0;0;0;0
"2024";"95052";"Tous Logements";116;139;7587;8554
"2024";"95052";"Individuel pur";7;6;559;522
"2024";"95052";"Individuel groupe";0;2;0;137
"2024";"95052";"Collectif";109;131;7028;7895
"2024";"95052";"Residence";0;0;0;0
"2024";"95054";"Tous Logements";2;1;102;78
"2024";"95054";"Individuel pur";2;1;102;78
"2024";"95054";"Individuel groupe";0;0;0;0
"2024";"95054";"Collectif";0;0;0;0
"2024";"95054";"Residence";0;0;0;0
"2024";"95055";"Tous Logements";1;0;185;0
"2024";"95055";"Individuel pur";1;0;185;0
"2024";"95055";"Individuel groupe";0;0;0;0
"2024";"95055";"Collectif";0;0;0;0
"2024";"95055";"Residence";0;0;0;0
"2024";"95056";"Tous Logements";0;1;0;90
"2024";"95056";"Individuel pur";0;1;0;90
"2024";"95056";"Individuel groupe";0;0;0;0
"2024";"95056";"Collectif";0;0;0;0
"2024";"95056";"Residence";0;0;0;0
"2024";"95058";"Tous Logements";3;39;358;2788
"2024";"95058";"Individuel pur";3;9;358;1021
"2024";"95058";"Individuel groupe";0;0;0;0
"2024";"95058";"Collectif";0;0;0;0
"2024";"95058";"Residence";0;30;0;1767
"2024";"95059";"Tous Logements";0;0;0;0
"2024";"95059";"Individuel pur";0;0;0;0
"2024";"95059";"Individuel groupe";0;0;0;0
"2024";"95059";"Collectif";0;0;0;0
"2024";"95059";"Residence";0;0;0;0
"2024";"95060";"Tous Logements";244;18;17086;2058
"2024";"95060";"Individuel pur";19;15;2659;1917
"2024";"95060";"Individuel groupe";0;0;0;0
"2024";"95060";"Collectif";225;3;14427;141
"2024";"95060";"Residence";0;0;0;0
"2024";"95061";"Tous Logements";0;0;0;0
"2024";"95061";"Individuel pur";0;0;0;0
"2024";"95061";"Individuel groupe";0;0;0;0
"2024";"95061";"Collectif";0;0;0;0
"2024";"95061";"Residence";0;0;0;0
"2024";"95063";"Tous Logements";24;479;1633;31066
"2024";"95063";"Individuel pur";8;9;783;955
"2024";"95063";"Individuel groupe";5;2;280;142
"2024";"95063";"Collectif";11;468;570;29969
"2024";"95063";"Residence";0;0;0;0
"2024";"95074";"Tous Logements";0;0;0;0
"2024";"95074";"Individuel pur";0;0;0;0
"2024";"95074";"Individuel groupe";0;0;0;0
"2024";"95074";"Collectif";0;0;0;0
"2024";"95074";"Residence";0;0;0;0
"2024";"95078";"Tous Logements";0;0;0;0
"2024";"95078";"Individuel pur";0;0;0;0
"2024";"95078";"Individuel groupe";0;0;0;0
"2024";"95078";"Collectif";0;0;0;0
"2024";"95078";"Residence";0;0;0;0
"2024";"95088";"Tous Logements";0;0;0;0
"2024";"95088";"Individuel pur";0;0;0;0
"2024";"95088";"Individuel groupe";0;0;0;0
"2024";"95088";"Collectif";0;0;0;0
"2024";"95088";"Residence";0;0;0;0
"2024";"95091";"Tous Logements";13;105;232;7702
"2024";"95091";"Individuel pur";0;1;0;1200
"2024";"95091";"Individuel groupe";0;0;0;0
"2024";"95091";"Collectif";0;0;0;0
"2024";"95091";"Residence";13;104;232;6502
"2024";"95094";"Tous Logements";1;1;140;140
"2024";"95094";"Individuel pur";1;1;140;140
"2024";"95094";"Individuel groupe";0;0;0;0
"2024";"95094";"Collectif";0;0;0;0
"2024";"95094";"Residence";0;0;0;0
"2024";"95101";"Tous Logements";0;0;0;0
"2024";"95101";"Individuel pur";0;0;0;0
"2024";"95101";"Individuel groupe";0;0;0;0
"2024";"95101";"Collectif";0;0;0;0
"2024";"95101";"Residence";0;0;0;0
"2024";"95102";"Tous Logements";1;0;82;0
"2024";"95102";"Individuel pur";1;0;82;0
"2024";"95102";"Individuel groupe";0;0;0;0
"2024";"95102";"Collectif";0;0;0;0
"2024";"95102";"Residence";0;0;0;0
"2024";"95110";"Tous Logements";2;0;258;0
"2024";"95110";"Individuel pur";2;0;258;0
"2024";"95110";"Individuel groupe";0;0;0;0
"2024";"95110";"Collectif";0;0;0;0
"2024";"95110";"Residence";0;0;0;0
"2024";"95116";"Tous Logements";3;2;164;118
"2024";"95116";"Individuel pur";1;0;48;0
"2024";"95116";"Individuel groupe";2;2;116;118
"2024";"95116";"Collectif";0;0;0;0
"2024";"95116";"Residence";0;0;0;0
"2024";"95119";"Tous Logements";0;0;0;0
"2024";"95119";"Individuel pur";0;0;0;0
"2024";"95119";"Individuel groupe";0;0;0;0
"2024";"95119";"Collectif";0;0;0;0
"2024";"95119";"Residence";0;0;0;0
"2024";"95120";"Tous Logements";2;0;221;0
"2024";"95120";"Individuel pur";2;0;221;0
"2024";"95120";"Individuel groupe";0;0;0;0
"2024";"95120";"Collectif";0;0;0;0
"2024";"95120";"Residence";0;0;0;0
"2024";"95127";"Tous Logements";366;176;24935;12607
"2024";"95127";"Individuel pur";6;2;872;324
"2024";"95127";"Individuel groupe";6;0;862;0
"2024";"95127";"Collectif";354;174;23201;12283
"2024";"95127";"Residence";0;0;0;0
"2024";"95134";"Tous Logements";89;21;5739;1528
"2024";"95134";"Individuel pur";3;3;246;237
"2024";"95134";"Individuel groupe";14;0;1187;0
"2024";"95134";"Collectif";72;18;4306;1291
"2024";"95134";"Residence";0;0;0;0
"2024";"95139";"Tous Logements";0;0;0;0
"2024";"95139";"Individuel pur";0;0;0;0
"2024";"95139";"Individuel groupe";0;0;0;0
"2024";"95139";"Collectif";0;0;0;0
"2024";"95139";"Residence";0;0;0;0
"2024";"95141";"Tous Logements";0;0;0;0
"2024";"95141";"Individuel pur";0;0;0;0
"2024";"95141";"Individuel groupe";0;0;0;0
"2024";"95141";"Collectif";0;0;0;0
"2024";"95141";"Residence";0;0;0;0
"2024";"95142";"Tous Logements";3;0;300;0
"2024";"95142";"Individuel pur";3;0;300;0
"2024";"95142";"Individuel groupe";0;0;0;0
"2024";"95142";"Collectif";0;0;0;0
"2024";"95142";"Residence";0;0;0;0
"2024";"95144";"Tous Logements";0;0;0;0
"2024";"95144";"Individuel pur";0;0;0;0
"2024";"95144";"Individuel groupe";0;0;0;0
"2024";"95144";"Collectif";0;0;0;0
"2024";"95144";"Residence";0;0;0;0
"2024";"95149";"Tous Logements";1;3;264;147
"2024";"95149";"Individuel pur";1;0;264;0
"2024";"95149";"Individuel groupe";0;3;0;147
"2024";"95149";"Collectif";0;0;0;0
"2024";"95149";"Residence";0;0;0;0
"2024";"95150";"Tous Logements";1;1;76;104
"2024";"95150";"Individuel pur";1;1;76;104
"2024";"95150";"Individuel groupe";0;0;0;0
"2024";"95150";"Collectif";0;0;0;0
"2024";"95150";"Residence";0;0;0;0
"2024";"95151";"Tous Logements";0;0;0;0
"2024";"95151";"Individuel pur";0;0;0;0
"2024";"95151";"Individuel groupe";0;0;0;0
"2024";"95151";"Collectif";0;0;0;0
"2024";"95151";"Residence";0;0;0;0
"2024";"95154";"Tous Logements";0;0;0;0
"2024";"95154";"Individuel pur";0;0;0;0
"2024";"95154";"Individuel groupe";0;0;0;0
"2024";"95154";"Collectif";0;0;0;0
"2024";"95154";"Residence";0;0;0;0
"2024";"95157";"Tous Logements";1;0;59;0
"2024";"95157";"Individuel pur";1;0;59;0
"2024";"95157";"Individuel groupe";0;0;0;0
"2024";"95157";"Collectif";0;0;0;0
"2024";"95157";"Residence";0;0;0;0
"2024";"95166";"Tous Logements";0;0;0;0
"2024";"95166";"Individuel pur";0;0;0;0
"2024";"95166";"Individuel groupe";0;0;0;0
"2024";"95166";"Collectif";0;0;0;0
"2024";"95166";"Residence";0;0;0;0
"2024";"95169";"Tous Logements";0;0;0;0
"2024";"95169";"Individuel pur";0;0;0;0
"2024";"95169";"Individuel groupe";0;0;0;0
"2024";"95169";"Collectif";0;0;0;0
"2024";"95169";"Residence";0;0;0;0
"2024";"95170";"Tous Logements";0;0;0;0
"2024";"95170";"Individuel pur";0;0;0;0
"2024";"95170";"Individuel groupe";0;0;0;0
"2024";"95170";"Collectif";0;0;0;0
"2024";"95170";"Residence";0;0;0;0
"2024";"95176";"Tous Logements";309;163;18704;10854
"2024";"95176";"Individuel pur";17;10;2241;1406
"2024";"95176";"Individuel groupe";5;3;708;422
"2024";"95176";"Collectif";137;0;6729;0
"2024";"95176";"Residence";150;150;9026;9026
"2024";"95177";"Tous Logements";0;0;0;0
"2024";"95177";"Individuel pur";0;0;0;0
"2024";"95177";"Individuel groupe";0;0;0;0
"2024";"95177";"Collectif";0;0;0;0
"2024";"95177";"Residence";0;0;0;0
"2024";"95181";"Tous Logements";0;0;0;0
"2024";"95181";"Individuel pur";0;0;0;0
"2024";"95181";"Individuel groupe";0;0;0;0
"2024";"95181";"Collectif";0;0;0;0
"2024";"95181";"Residence";0;0;0;0
"2024";"95183";"Tous Logements";12;34;1107;2292
"2024";"95183";"Individuel pur";0;2;0;175
"2024";"95183";"Individuel groupe";12;2;1107;200
"2024";"95183";"Collectif";0;30;0;1917
"2024";"95183";"Residence";0;0;0;0
"2024";"95197";"Tous Logements";28;114;2151;6996
"2024";"95197";"Individuel pur";4;4;551;529
"2024";"95197";"Individuel groupe";5;0;490;0
"2024";"95197";"Collectif";19;110;1110;6467
"2024";"95197";"Residence";0;0;0;0
"2024";"95199";"Tous Logements";5;86;858;5276
"2024";"95199";"Individuel pur";5;4;858;442
"2024";"95199";"Individuel groupe";0;0;0;0
"2024";"95199";"Collectif";0;82;0;4834
"2024";"95199";"Residence";0;0;0;0
"2024";"95203";"Tous Logements";8;3;1027;283
"2024";"95203";"Individuel pur";4;1;573;106
"2024";"95203";"Individuel groupe";4;2;454;177
"2024";"95203";"Collectif";0;0;0;0
"2024";"95203";"Residence";0;0;0;0
"2024";"95205";"Tous Logements";4;2;520;194
"2024";"95205";"Individuel pur";4;2;520;194
"2024";"95205";"Individuel groupe";0;0;0;0
"2024";"95205";"Collectif";0;0;0;0
"2024";"95205";"Residence";0;0;0;0
"2024";"95210";"Tous Logements";8;0;986;0
"2024";"95210";"Individuel pur";2;0;213;0
"2024";"95210";"Individuel groupe";2;0;50;0
"2024";"95210";"Collectif";4;0;723;0
"2024";"95210";"Residence";0;0;0;0
"2024";"95211";"Tous Logements";0;0;0;0
"2024";"95211";"Individuel pur";0;0;0;0
"2024";"95211";"Individuel groupe";0;0;0;0
"2024";"95211";"Collectif";0;0;0;0
"2024";"95211";"Residence";0;0;0;0
"2024";"95212";"Tous Logements";0;0;0;0
"2024";"95212";"Individuel pur";0;0;0;0
"2024";"95212";"Individuel groupe";0;0;0;0
"2024";"95212";"Collectif";0;0;0;0
"2024";"95212";"Residence";0;0;0;0
"2024";"95213";"Tous Logements";1;1;173;173
"2024";"95213";"Individuel pur";1;1;173;173
"2024";"95213";"Individuel groupe";0;0;0;0
"2024";"95213";"Collectif";0;0;0;0
"2024";"95213";"Residence";0;0;0;0
"2024";"95214";"Tous Logements";0;0;0;0
"2024";"95214";"Individuel pur";0;0;0;0
"2024";"95214";"Individuel groupe";0;0;0;0
"2024";"95214";"Collectif";0;0;0;0
"2024";"95214";"Residence";0;0;0;0
"2024";"95218";"Tous Logements";127;154;7944;9643
"2024";"95218";"Individuel pur";7;12;1052;1388
"2024";"95218";"Individuel groupe";5;8;438;640
"2024";"95218";"Collectif";115;134;6454;7615
"2024";"95218";"Residence";0;0;0;0
"2024";"95219";"Tous Logements";343;5;22341;278
"2024";"95219";"Individuel pur";8;2;1390;203
"2024";"95219";"Individuel groupe";2;0;112;0
"2024";"95219";"Collectif";333;3;20839;75
"2024";"95219";"Residence";0;0;0;0
"2024";"95229";"Tous Logements";3;2;184;145
"2024";"95229";"Individuel pur";1;0;39;0
"2024";"95229";"Individuel groupe";2;2;145;145
"2024";"95229";"Collectif";0;0;0;0
"2024";"95229";"Residence";0;0;0;0
"2024";"95241";"Tous Logements";2;0;208;0
"2024";"95241";"Individuel pur";1;0;29;0
"2024";"95241";"Individuel groupe";1;0;179;0
"2024";"95241";"Collectif";0;0;0;0
"2024";"95241";"Residence";0;0;0;0
"2024";"95250";"Tous Logements";9;1;1032;120
"2024";"95250";"Individuel pur";7;1;927;120
"2024";"95250";"Individuel groupe";2;0;105;0
"2024";"95250";"Collectif";0;0;0;0
"2024";"95250";"Residence";0;0;0;0
"2024";"95252";"Tous Logements";2;1;143;174
"2024";"95252";"Individuel pur";2;1;143;174
"2024";"95252";"Individuel groupe";0;0;0;0
"2024";"95252";"Collectif";0;0;0;0
"2024";"95252";"Residence";0;0;0;0
"2024";"95253";"Tous Logements";0;0;0;0
