"ANNEE";"COMM";"TYPE_LGT";"LOG_AUT";"LOG_COM";"SDP_AUT";"SDP_COM"
"2024";"95253";"Individuel pur";0;0;0;0
"2024";"95253";"Individuel groupe";0;0;0;0
"2024";"95253";"Collectif";0;0;0;0
"2024";"95253";"Residence";0;0;0;0
"2024";"95254";"Tous Logements";0;0;0;0
"2024";"95254";"Individuel pur";0;0;0;0
"2024";"95254";"Individuel groupe";0;0;0;0
"2024";"95254";"Collectif";0;0;0;0
"2024";"95254";"Residence";0;0;0;0
"2024";"95256";"Tous Logements";1;1;92;92
"2024";"95256";"Individuel pur";1;1;92;92
"2024";"95256";"Individuel groupe";0;0;0;0
"2024";"95256";"Collectif";0;0;0;0
"2024";"95256";"Residence";0;0;0;0
"2024";"95257";"Tous Logements";3;17;652;1392
"2024";"95257";"Individuel pur";3;3;652;683
"2024";"95257";"Individuel groupe";0;0;0;0
"2024";"95257";"Collectif";0;14;0;709
"2024";"95257";"Residence";0;0;0;0
"2024";"95258";"Tous Logements";0;0;0;0
"2024";"95258";"Individuel pur";0;0;0;0
"2024";"95258";"Individuel groupe";0;0;0;0
"2024";"95258";"Collectif";0;0;0;0
"2024";"95258";"Residence";0;0;0;0
"2024";"95268";"Tous Logements";8;3;676;286
"2024";"95268";"Individuel pur";5;3;428;286
"2024";"95268";"Individuel groupe";0;0;0;0
"2024";"95268";"Collectif";3;0;248;0
"2024";"95268";"Residence";0;0;0;0
"2024";"95270";"Tous Logements";0;0;0;0
"2024";"95270";"Individuel pur";0;0;0;0
"2024";"95270";"Individuel groupe";0;0;0;0
"2024";"95270";"Collectif";0;0;0;0
"2024";"95270";"Residence";0;0;0;0
"2024";"95271";"Tous Logements";32;0;1594;0
"2024";"95271";"Individuel pur";0;0;0;0
"2024";"95271";"Individuel groupe";19;0;1095;0
"2024";"95271";"Collectif";13;0;499;0
"2024";"95271";"Residence";0;0;0;0
"2024";"95277";"Tous Logements";72;0;5061;0
"2024";"95277";"Individuel pur";3;0;498;0
"2024";"95277";"Individuel groupe";0;0;0;0
"2024";"95277";"Collectif";69;0;4563;0
"2024";"95277";"Residence";0;0;0;0
"2024";"95280";"Tous Logements";13;12;1471;1701
"2024";"95280";"Individuel pur";9;12;1182;1701
"2024";"95280";"Individuel groupe";2;0;173;0
"2024";"95280";"Collectif";2;0;116;0
"2024";"95280";"Residence";0;0;0;0
"2024";"95282";"Tous Logements";0;0;0;0
"2024";"95282";"Individuel pur";0;0;0;0
"2024";"95282";"Individuel groupe";0;0;0;0
"2024";"95282";"Collectif";0;0;0;0
"2024";"95282";"Residence";0;0;0;0
"2024";"95287";"Tous Logements";1;0;10;0
"2024";"95287";"Individuel pur";1;0;10;0
"2024";"95287";"Individuel groupe";0;0;0;0
"2024";"95287";"Collectif";0;0;0;0
"2024";"95287";"Residence";0;0;0;0
"2024";"95288";"Tous Logements";6;40;798;3558
"2024";"95288";"Individuel pur";6;2;798;362
"2024";"95288";"Individuel groupe";0;38;0;3196
"2024";"95288";"Collectif";0;0;0;0
"2024";"95288";"Residence";0;0;0;0
"2024";"95295";"Tous Logements";1;0;162;0
"2024";"95295";"Individuel pur";1;0;162;0
"2024";"95295";"Individuel groupe";0;0;0;0
"2024";"95295";"Collectif";0;0;0;0
"2024";"95295";"Residence";0;0;0;0
"2024";"95298";"Tous Logements";1;0;65;0
"2024";"95298";"Individuel pur";1;0;65;0
"2024";"95298";"Individuel groupe";0;0;0;0
"2024";"95298";"Collectif";0;0;0;0
"2024";"95298";"Residence";0;0;0;0
"2024";"95301";"Tous Logements";0;0;0;0
"2024";"95301";"Individuel pur";0;0;0;0
"2024";"95301";"Individuel groupe";0;0;0;0
"2024";"95301";"Collectif";0;0;0;0
"2024";"95301";"Residence";0;0;0;0
"2024";"95303";"Tous Logements";0;0;0;0
"2024";"95303";"Individuel pur";0;0;0;0
"2024";"95303";"Individuel groupe";0;0;0;0
"2024";"95303";"Collectif";0;0;0;0
"2024";"95303";"Residence";0;0;0;0
"2024";"95304";"Tous Logements";0;0;0;0
"2024";"95304";"Individuel pur";0;0;0;0
"2024";"95304";"Individuel groupe";0;0;0;0
"2024";"95304";"Collectif";0;0;0;0
"2024";"95304";"Residence";0;0;0;0
"2024";"95306";"Tous Logements";16;8;2211;911
"2024";"95306";"Individuel pur";10;6;1677;751
"2024";"95306";"Individuel groupe";6;2;534;160
"2024";"95306";"Collectif";0;0;0;0
"2024";"95306";"Residence";0;0;0;0
"2024";"95308";"Tous Logements";0;0;0;0
"2024";"95308";"Individuel pur";0;0;0;0
"2024";"95308";"Individuel groupe";0;0;0;0
"2024";"95308";"Collectif";0;0;0;0
"2024";"95308";"Residence";0;0;0;0
"2024";"95309";"Tous Logements";0;0;0;0
"2024";"95309";"Individuel pur";0;0;0;0
"2024";"95309";"Individuel groupe";0;0;0;0
"2024";"95309";"Collectif";0;0;0;0
"2024";"95309";"Residence";0;0;0;0
"2024";"95313";"Tous Logements";8;80;1371;5489
"2024";"95313";"Individuel pur";8;4;1371;526
"2024";"95313";"Individuel groupe";0;2;0;227
"2024";"95313";"Collectif";0;74;0;4736
"2024";"95313";"Residence";0;0;0;0
"2024";"95316";"Tous Logements";0;0;0;0
"2024";"95316";"Individuel pur";0;0;0;0
"2024";"95316";"Individuel groupe";0;0;0;0
"2024";"95316";"Collectif";0;0;0;0
"2024";"95316";"Residence";0;0;0;0
"2024";"95323";"Tous Logements";92;1;6229;18
"2024";"95323";"Individuel pur";2;1;219;18
"2024";"95323";"Individuel groupe";0;0;0;0
"2024";"95323";"Collectif";90;0;6010;0
"2024";"95323";"Residence";0;0;0;0
"2024";"95328";"Tous Logements";1;1;106;114
"2024";"95328";"Individuel pur";1;1;106;114
"2024";"95328";"Individuel groupe";0;0;0;0
"2024";"95328";"Collectif";0;0;0;0
"2024";"95328";"Residence";0;0;0;0
"2024";"95331";"Tous Logements";1;1;208;208
"2024";"95331";"Individuel pur";1;1;208;208
"2024";"95331";"Individuel groupe";0;0;0;0
"2024";"95331";"Collectif";0;0;0;0
"2024";"95331";"Residence";0;0;0;0
"2024";"95341";"Tous Logements";0;0;0;0
"2024";"95341";"Individuel pur";0;0;0;0
"2024";"95341";"Individuel groupe";0;0;0;0
"2024";"95341";"Collectif";0;0;0;0
"2024";"95341";"Residence";0;0;0;0
"2024";"95348";"Tous Logements";22;8;1977;929
"2024";"95348";"Individuel pur";14;8;1515;929
"2024";"95348";"Individuel groupe";8;0;462;0
"2024";"95348";"Collectif";0;0;0;0
"2024";"95348";"Residence";0;0;0;0
"2024";"95351";"Tous Logements";8;30;770;590
"2024";"95351";"Individuel pur";3;1;459;180
"2024";"95351";"Individuel groupe";2;2;49;49
"2024";"95351";"Collectif";3;27;262;361
"2024";"95351";"Residence";0;0;0;0
"2024";"95352";"Tous Logements";37;13;3322;1479
"2024";"95352";"Individuel pur";7;1;1355;309
"2024";"95352";"Individuel groupe";4;4;370;332
"2024";"95352";"Collectif";26;8;1597;838
"2024";"95352";"Residence";0;0;0;0
"2024";"95353";"Tous Logements";3;1;263;99
"2024";"95353";"Individuel pur";3;1;263;99
"2024";"95353";"Individuel groupe";0;0;0;0
"2024";"95353";"Collectif";0;0;0;0
"2024";"95353";"Residence";0;0;0;0
"2024";"95355";"Tous Logements";1;3;135;360
"2024";"95355";"Individuel pur";1;3;135;360
"2024";"95355";"Individuel groupe";0;0;0;0
"2024";"95355";"Collectif";0;0;0;0
"2024";"95355";"Residence";0;0;0;0
"2024";"95365";"Tous Logements";6;0;402;0
"2024";"95365";"Individuel pur";0;0;0;0
"2024";"95365";"Individuel groupe";0;0;0;0
"2024";"95365";"Collectif";6;0;402;0
"2024";"95365";"Residence";0;0;0;0
"2024";"95369";"Tous Logements";0;0;0;0
"2024";"95369";"Individuel pur";0;0;0;0
"2024";"95369";"Individuel groupe";0;0;0;0
"2024";"95369";"Collectif";0;0;0;0
"2024";"95369";"Residence";0;0;0;0
"2024";"95370";"Tous Logements";3;2;386;299
"2024";"95370";"Individuel pur";3;2;386;299
"2024";"95370";"Individuel groupe";0;0;0;0
"2024";"95370";"Collectif";0;0;0;0
"2024";"95370";"Residence";0;0;0;0
"2024";"95371";"Tous Logements";3;0;181;0
"2024";"95371";"Individuel pur";1;0;121;0
"2024";"95371";"Individuel groupe";0;0;0;0
"2024";"95371";"Collectif";2;0;60;0
"2024";"95371";"Residence";0;0;0;0
"2024";"95379";"Tous Logements";0;0;0;0
"2024";"95379";"Individuel pur";0;0;0;0
"2024";"95379";"Individuel groupe";0;0;0;0
"2024";"95379";"Collectif";0;0;0;0
"2024";"95379";"Residence";0;0;0;0
"2024";"95387";"Tous Logements";0;0;0;0
"2024";"95387";"Individuel pur";0;0;0;0
"2024";"95387";"Individuel groupe";0;0;0;0
"2024";"95387";"Collectif";0;0;0;0
"2024";"95387";"Residence";0;0;0;0
"2024";"95388";"Tous Logements";1;1;102;83
"2024";"95388";"Individuel pur";1;1;102;83
"2024";"95388";"Individuel groupe";0;0;0;0
"2024";"95388";"Collectif";0;0;0;0
"2024";"95388";"Residence";0;0;0;0
"2024";"95392";"Tous Logements";47;5;3176;657
"2024";"95392";"Individuel pur";5;5;738;657
"2024";"95392";"Individuel groupe";2;0;252;0
"2024";"95392";"Collectif";40;0;2186;0
"2024";"95392";"Residence";0;0;0;0
"2024";"95394";"Tous Logements";66;66;4428;4400
"2024";"95394";"Individuel pur";3;3;312;284
"2024";"95394";"Individuel groupe";2;2;173;173
"2024";"95394";"Collectif";61;61;3943;3943
"2024";"95394";"Residence";0;0;0;0
"2024";"95395";"Tous Logements";0;0;0;0
"2024";"95395";"Individuel pur";0;0;0;0
"2024";"95395";"Individuel groupe";0;0;0;0
"2024";"95395";"Collectif";0;0;0;0
"2024";"95395";"Residence";0;0;0;0
"2024";"95409";"Tous Logements";0;1;0;138
"2024";"95409";"Individuel pur";0;1;0;138
"2024";"95409";"Individuel groupe";0;0;0;0
"2024";"95409";"Collectif";0;0;0;0
"2024";"95409";"Residence";0;0;0;0
"2024";"95422";"Tous Logements";0;1;0;18
"2024";"95422";"Individuel pur";0;1;0;18
"2024";"95422";"Individuel groupe";0;0;0;0
"2024";"95422";"Collectif";0;0;0;0
"2024";"95422";"Residence";0;0;0;0
"2024";"95424";"Tous Logements";12;7;1627;964
"2024";"95424";"Individuel pur";12;5;1627;668
"2024";"95424";"Individuel groupe";0;2;0;296
"2024";"95424";"Collectif";0;0;0;0
"2024";"95424";"Residence";0;0;0;0
"2024";"95426";"Tous Logements";8;1;1260;144
"2024";"95426";"Individuel pur";6;1;1176;144
"2024";"95426";"Individuel groupe";0;0;0;0
"2024";"95426";"Collectif";2;0;84;0
"2024";"95426";"Residence";0;0;0;0
"2024";"95427";"Tous Logements";2;1;291;142
"2024";"95427";"Individuel pur";2;1;291;142
"2024";"95427";"Individuel groupe";0;0;0;0
"2024";"95427";"Collectif";0;0;0;0
"2024";"95427";"Residence";0;0;0;0
"2024";"95428";"Tous Logements";0;1;0;131
"2024";"95428";"Individuel pur";0;1;0;131
"2024";"95428";"Individuel groupe";0;0;0;0
"2024";"95428";"Collectif";0;0;0;0
"2024";"95428";"Residence";0;0;0;0
"2024";"95429";"Tous Logements";0;0;0;0
"2024";"95429";"Individuel pur";0;0;0;0
"2024";"95429";"Individuel groupe";0;0;0;0
"2024";"95429";"Collectif";0;0;0;0
"2024";"95429";"Residence";0;0;0;0
"2024";"95430";"Tous Logements";5;1;356;177
"2024";"95430";"Individuel pur";2;1;257;177
"2024";"95430";"Individuel groupe";0;0;0;0
"2024";"95430";"Collectif";3;0;99;0
"2024";"95430";"Residence";0;0;0;0
"2024";"95436";"Tous Logements";0;0;0;0
"2024";"95436";"Individuel pur";0;0;0;0
"2024";"95436";"Individuel groupe";0;0;0;0
"2024";"95436";"Collectif";0;0;0;0
"2024";"95436";"Residence";0;0;0;0
"2024";"95438";"Tous Logements";0;0;0;0
"2024";"95438";"Individuel pur";0;0;0;0
"2024";"95438";"Individuel groupe";0;0;0;0
"2024";"95438";"Collectif";0;0;0;0
"2024";"95438";"Residence";0;0;0;0
"2024";"95445";"Tous Logements";0;0;0;0
"2024";"95445";"Individuel pur";0;0;0;0
"2024";"95445";"Individuel groupe";0;0;0;0
"2024";"95445";"Collectif";0;0;0;0
"2024";"95445";"Residence";0;0;0;0
"2024";"95446";"Tous Logements";0;0;0;0
"2024";"95446";"Individuel pur";0;0;0;0
"2024";"95446";"Individuel groupe";0;0;0;0
"2024";"95446";"Collectif";0;0;0;0
"2024";"95446";"Residence";0;0;0;0
"2024";"95447";"Tous Logements";0;1;0;74
"2024";"95447";"Individuel pur";0;1;0;74
"2024";"95447";"Individuel groupe";0;0;0;0
"2024";"95447";"Collectif";0;0;0;0
"2024";"95447";"Residence";0;0;0;0
"2024";"95450";"Tous Logements";2;1;179;144
"2024";"95450";"Individuel pur";2;1;179;144
"2024";"95450";"Individuel groupe";0;0;0;0
"2024";"95450";"Collectif";0;0;0;0
"2024";"95450";"Residence";0;0;0;0
"2024";"95452";"Tous Logements";1;1;129;129
"2024";"95452";"Individuel pur";1;1;129;129
"2024";"95452";"Individuel groupe";0;0;0;0
"2024";"95452";"Collectif";0;0;0;0
"2024";"95452";"Residence";0;0;0;0
"2024";"95456";"Tous Logements";0;1;0;148
"2024";"95456";"Individuel pur";0;1;0;148
"2024";"95456";"Individuel groupe";0;0;0;0
"2024";"95456";"Collectif";0;0;0;0
"2024";"95456";"Residence";0;0;0;0
"2024";"95459";"Tous Logements";0;0;0;0
"2024";"95459";"Individuel pur";0;0;0;0
"2024";"95459";"Individuel groupe";0;0;0;0
"2024";"95459";"Collectif";0;0;0;0
"2024";"95459";"Residence";0;0;0;0
"2024";"95462";"Tous Logements";1;1;148;148
"2024";"95462";"Individuel pur";1;1;148;148
"2024";"95462";"Individuel groupe";0;0;0;0
"2024";"95462";"Collectif";0;0;0;0
"2024";"95462";"Residence";0;0;0;0
"2024";"95476";"Tous Logements";55;29;4376;1929
"2024";"95476";"Individuel pur";8;3;853;394
"2024";"95476";"Individuel groupe";18;2;1736;155
"2024";"95476";"Collectif";29;24;1787;1380
"2024";"95476";"Residence";0;0;0;0
"2024";"95480";"Tous Logements";18;1;1155;194
"2024";"95480";"Individuel pur";2;1;283;194
"2024";"95480";"Individuel groupe";0;0;0;0
"2024";"95480";"Collectif";16;0;872;0
"2024";"95480";"Residence";0;0;0;0
"2024";"95483";"Tous Logements";1;0;177;0
"2024";"95483";"Individuel pur";1;0;177;0
"2024";"95483";"Individuel groupe";0;0;0;0
"2024";"95483";"Collectif";0;0;0;0
"2024";"95483";"Residence";0;0;0;0
"2024";"95487";"Tous Logements";7;1;224;121
"2024";"95487";"Individuel pur";1;1;57;121
"2024";"95487";"Individuel groupe";0;0;0;0
"2024";"95487";"Collectif";0;0;0;0
"2024";"95487";"Residence";6;0;167;0
"2024";"95488";"Tous Logements";11;4;1276;516
"2024";"95488";"Individuel pur";7;4;862;516
"2024";"95488";"Individuel groupe";1;0;138;0
"2024";"95488";"Collectif";3;0;276;0
"2024";"95488";"Residence";0;0;0;0
"2024";"95489";"Tous Logements";0;0;0;0
"2024";"95489";"Individuel pur";0;0;0;0
"2024";"95489";"Individuel groupe";0;0;0;0
"2024";"95489";"Collectif";0;0;0;0
"2024";"95489";"Residence";0;0;0;0
"2024";"95491";"Tous Logements";7;7;669;881
"2024";"95491";"Individuel pur";7;5;669;641
"2024";"95491";"Individuel groupe";0;2;0;240
"2024";"95491";"Collectif";0;0;0;0
"2024";"95491";"Residence";0;0;0;0
"2024";"95492";"Tous Logements";2;0;277;0
"2024";"95492";"Individuel pur";0;0;0;0
"2024";"95492";"Individuel groupe";2;0;277;0
"2024";"95492";"Collectif";0;0;0;0
"2024";"95492";"Residence";0;0;0;0
"2024";"95493";"Tous Logements";0;0;0;0
"2024";"95493";"Individuel pur";0;0;0;0
"2024";"95493";"Individuel groupe";0;0;0;0
"2024";"95493";"Collectif";0;0;0;0
"2024";"95493";"Residence";0;0;0;0
"2024";"95500";"Tous Logements";261;263;18047;18689
"2024";"95500";"Individuel pur";13;5;1408;651
"2024";"95500";"Individuel groupe";4;2;478;188
"2024";"95500";"Collectif";244;256;16161;17850
"2024";"95500";"Residence";0;0;0;0
"2024";"95504";"Tous Logements";2;5;74;194
"2024";"95504";"Individuel pur";2;1;74;134
"2024";"95504";"Individuel groupe";0;0;0;0
"2024";"95504";"Collectif";0;4;0;60
"2024";"95504";"Residence";0;0;0;0
"2024";"95509";"Tous Logements";42;1;2539;127
"2024";"95509";"Individuel pur";1;1;127;127
"2024";"95509";"Individuel groupe";2;0;172;0
"2024";"95509";"Collectif";39;0;2240;0
"2024";"95509";"Residence";0;0;0;0
"2024";"95510";"Tous Logements";50;0;4493;0
"2024";"95510";"Individuel pur";0;0;0;0
"2024";"95510";"Individuel groupe";38;0;3712;0
"2024";"95510";"Collectif";12;0;781;0
"2024";"95510";"Residence";0;0;0;0
"2024";"95523";"Tous Logements";0;0;0;0
"2024";"95523";"Individuel pur";0;0;0;0
"2024";"95523";"Individuel groupe";0;0;0;0
"2024";"95523";"Collectif";0;0;0;0
"2024";"95523";"Residence";0;0;0;0
"2024";"95527";"Tous Logements";0;0;0;0
"2024";"95527";"Individuel pur";0;0;0;0
"2024";"95527";"Individuel groupe";0;0;0;0
"2024";"95527";"Collectif";0;0;0;0
"2024";"95527";"Residence";0;0;0;0
"2024";"95529";"Tous Logements";4;3;359;287
"2024";"95529";"Individuel pur";4;3;359;287
"2024";"95529";"Individuel groupe";0;0;0;0
"2024";"95529";"Collectif";0;0;0;0
"2024";"95529";"Residence";0;0;0;0
"2024";"95535";"Tous Logements";1;0;233;0
"2024";"95535";"Individuel pur";1;0;233;0
"2024";"95535";"Individuel groupe";0;0;0;0
"2024";"95535";"Collectif";0;0;0;0
"2024";"95535";"Residence";0;0;0;0
"2024";"95539";"Tous Logements";16;1;1136;85
"2024";"95539";"Individuel pur";2;0;285;0
"2024";"95539";"Individuel groupe";5;1;409;85
"2024";"95539";"Collectif";9;0;442;0
"2024";"95539";"Residence";0;0;0;0
"2024";"95541";"Tous Logements";0;0;0;0
"2024";"95541";"Individuel pur";0;0;0;0
"2024";"95541";"Individuel groupe";0;0;0;0
"2024";"95541";"Collectif";0;0;0;0
"2024";"95541";"Residence";0;0;0;0
"2024";"95543";"Tous Logements";1;28;64;2142
"2024";"95543";"Individuel pur";1;1;64;82
"2024";"95543";"Individuel groupe";0;12;0;1124
"2024";"95543";"Collectif";0;15;0;936
"2024";"95543";"Residence";0;0;0;0
"2024";"95554";"Tous Logements";0;0;0;0
"2024";"95554";"Individuel pur";0;0;0;0
"2024";"95554";"Individuel groupe";0;0;0;0
"2024";"95554";"Collectif";0;0;0;0
"2024";"95554";"Residence";0;0;0;0
"2024";"95555";"Tous Logements";8;0;1212;0
"2024";"95555";"Individuel pur";6;0;974;0
"2024";"95555";"Individuel groupe";0;0;0;0
"2024";"95555";"Collectif";2;0;238;0
"2024";"95555";"Residence";0;0;0;0
"2024";"95563";"Tous Logements";47;4;3982;425
"2024";"95563";"Individuel pur";7;4;906;425
"2024";"95563";"Individuel groupe";3;0;305;0
"2024";"95563";"Collectif";0;0;0;0
"2024";"95563";"Residence";37;0;2771;0
"2024";"95566";"Tous Logements";51;6;3293;509
"2024";"95566";"Individuel pur";3;4;190;339
"2024";"95566";"Individuel groupe";5;0;471;0
"2024";"95566";"Collectif";43;2;2632;170
"2024";"95566";"Residence";0;0;0;0
"2024";"95572";"Tous Logements";4;4;290;361
"2024";"95572";"Individuel pur";4;3;290;291
"2024";"95572";"Individuel groupe";0;1;0;70
"2024";"95572";"Collectif";0;0;0;0
"2024";"95572";"Residence";0;0;0;0
"2024";"95574";"Tous Logements";3;7;353;1155
"2024";"95574";"Individuel pur";3;3;353;806
"2024";"95574";"Individuel groupe";0;4;0;349
"2024";"95574";"Collectif";0;0;0;0
"2024";"95574";"Residence";0;0;0;0
"2024";"95580";"Tous Logements";0;0;0;0
"2024";"95580";"Individuel pur";0;0;0;0
"2024";"95580";"Individuel groupe";0;0;0;0
"2024";"95580";"Collectif";0;0;0;0
"2024";"95580";"Residence";0;0;0;0
"2024";"95582";"Tous Logements";43;0;4907;0
"2024";"95582";"Individuel pur";10;0;1959;0
"2024";"95582";"Individuel groupe";12;0;1399;0
"2024";"95582";"Collectif";21;0;1549;0
"2024";"95582";"Residence";0;0;0;0
"2024";"95584";"Tous Logements";0;1;0;149
"2024";"95584";"Individuel pur";0;1;0;149
"2024";"95584";"Individuel groupe";0;0;0;0
"2024";"95584";"Collectif";0;0;0;0
"2024";"95584";"Residence";0;0;0;0
"2024";"95585";"Tous Logements";55;166;3330;11280
"2024";"95585";"Individuel pur";13;11;1640;1510
"2024";"95585";"Individuel groupe";1;0;74;0
"2024";"95585";"Collectif";14;3;673;186
"2024";"95585";"Residence";27;152;943;9584
"2024";"95592";"Tous Logements";0;0;0;0
"2024";"95592";"Individuel pur";0;0;0;0
"2024";"95592";"Individuel groupe";0;0;0;0
"2024";"95592";"Collectif";0;0;0;0
"2024";"95592";"Residence";0;0;0;0
"2024";"95594";"Tous Logements";1;0;57;0
"2024";"95594";"Individuel pur";1;0;57;0
"2024";"95594";"Individuel groupe";0;0;0;0
"2024";"95594";"Collectif";0;0;0;0
"2024";"95594";"Residence";0;0;0;0
"2024";"95598";"Tous Logements";92;5;5551;848
"2024";"95598";"Individuel pur";3;5;567;848
"2024";"95598";"Individuel groupe";0;0;0;0
"2024";"95598";"Collectif";89;0;4984;0
"2024";"95598";"Residence";0;0;0;0
"2024";"95604";"Tous Logements";2;2;237;267
"2024";"95604";"Individuel pur";2;2;237;267
"2024";"95604";"Individuel groupe";0;0;0;0
"2024";"95604";"Collectif";0;0;0;0
"2024";"95604";"Residence";0;0;0;0
"2024";"95607";"Tous Logements";68;23;6049;2138
"2024";"95607";"Individuel pur";8;3;1161;179
"2024";"95607";"Individuel groupe";2;0;138;0
"2024";"95607";"Collectif";58;20;4750;1959
"2024";"95607";"Residence";0;0;0;0
"2024";"95610";"Tous Logements";0;0;0;0
"2024";"95610";"Individuel pur";0;0;0;0
"2024";"95610";"Individuel groupe";0;0;0;0
"2024";"95610";"Collectif";0;0;0;0
"2024";"95610";"Residence";0;0;0;0
"2024";"95611";"Tous Logements";0;0;0;0
"2024";"95611";"Individuel pur";0;0;0;0
"2024";"95611";"Individuel groupe";0;0;0;0
"2024";"95611";"Collectif";0;0;0;0
"2024";"95611";"Residence";0;0;0;0
"2024";"95612";"Tous Logements";5;2;523;212
"2024";"95612";"Individuel pur";5;2;523;212
"2024";"95612";"Individuel groupe";0;0;0;0
"2024";"95612";"Collectif";0;0;0;0
"2024";"95612";"Residence";0;0;0;0
"2024";"95625";"Tous Logements";1;0;125;0
"2024";"95625";"Individuel pur";1;0;125;0
"2024";"95625";"Individuel groupe";0;0;0;0
"2024";"95625";"Collectif";0;0;0;0
"2024";"95625";"Residence";0;0;0;0
"2024";"95627";"Tous Logements";0;0;0;0
"2024";"95627";"Individuel pur";0;0;0;0
"2024";"95627";"Individuel groupe";0;0;0;0
"2024";"95627";"Collectif";0;0;0;0
"2024";"95627";"Residence";0;0;0;0
"2024";"95628";"Tous Logements";6;4;809;500
"2024";"95628";"Individuel pur";2;0;309;0
"2024";"95628";"Individuel groupe";0;0;0;0
"2024";"95628";"Collectif";4;4;500;500
"2024";"95628";"Residence";0;0;0;0
"2024";"95633";"Tous Logements";0;0;0;0
"2024";"95633";"Individuel pur";0;0;0;0
"2024";"95633";"Individuel groupe";0;0;0;0
"2024";"95633";"Collectif";0;0;0;0
"2024";"95633";"Residence";0;0;0;0
"2024";"95637";"Tous Logements";9;47;1009;3929
"2024";"95637";"Individuel pur";2;1;286;139
"2024";"95637";"Individuel groupe";7;1;723;124
"2024";"95637";"Collectif";0;45;0;3666
"2024";"95637";"Residence";0;0;0;0
"2024";"95641";"Tous Logements";1;0;110;0
"2024";"95641";"Individuel pur";1;0;110;0
"2024";"95641";"Individuel groupe";0;0;0;0
"2024";"95641";"Collectif";0;0;0;0
"2024";"95641";"Residence";0;0;0;0
"2024";"95651";"Tous Logements";0;2;0;374
"2024";"95651";"Individuel pur";0;2;0;374
"2024";"95651";"Individuel groupe";0;0;0;0
"2024";"95651";"Collectif";0;0;0;0
"2024";"95651";"Residence";0;0;0;0
"2024";"95652";"Tous Logements";65;0;4268;0
"2024";"95652";"Individuel pur";1;0;36;0
"2024";"95652";"Individuel groupe";0;0;0;0
"2024";"95652";"Collectif";64;0;4232;0
"2024";"95652";"Residence";0;0;0;0
"2024";"95656";"Tous Logements";1;0;40;0
"2024";"95656";"Individuel pur";1;0;40;0
"2024";"95656";"Individuel groupe";0;0;0;0
"2024";"95656";"Collectif";0;0;0;0
"2024";"95656";"Residence";0;0;0;0
"2024";"95658";"Tous Logements";0;0;0;0
"2024";"95658";"Individuel pur";0;0;0;0
"2024";"95658";"Individuel groupe";0;0;0;0
"2024";"95658";"Collectif";0;0;0;0
"2024";"95658";"Residence";0;0;0;0
"2024";"95660";"Tous Logements";0;0;0;0
"2024";"95660";"Individuel pur";0;0;0;0
"2024";"95660";"Individuel groupe";0;0;0;0
"2024";"95660";"Collectif";0;0;0;0
"2024";"95660";"Residence";0;0;0;0
"2024";"95675";"Tous Logements";0;0;0;0
"2024";"95675";"Individuel pur";0;0;0;0
"2024";"95675";"Individuel groupe";0;0;0;0
"2024";"95675";"Collectif";0;0;0;0
"2024";"95675";"Residence";0;0;0;0
"2024";"95676";"Tous Logements";0;0;0;0
"2024";"95676";"Individuel pur";0;0;0;0
"2024";"95676";"Individuel groupe";0;0;0;0
"2024";"95676";"Collectif";0;0;0;0
"2024";"95676";"Residence";0;0;0;0
"2024";"95678";"Tous Logements";3;2;295;220
"2024";"95678";"Individuel pur";3;2;295;220
"2024";"95678";"Individuel groupe";0;0;0;0
"2024";"95678";"Collectif";0;0;0;0
"2024";"95678";"Residence";0;0;0;0
"2024";"95680";"Tous Logements";73;100;5788;5004
"2024";"95680";"Individuel pur";7;3;1233;534
"2024";"95680";"Individuel groupe";4;0;453;0
"2024";"95680";"Collectif";62;0;4102;0
"2024";"95680";"Residence";0;97;0;4470
"2024";"95682";"Tous Logements";7;2;797;290
"2024";"95682";"Individuel pur";3;2;391;290
"2024";"95682";"Individuel groupe";4;0;406;0
"2024";"95682";"Collectif";0;0;0;0
"2024";"95682";"Residence";0;0;0;0
"2024";"95690";"Tous Logements";0;0;0;0
"2024";"95690";"Individuel pur";0;0;0;0
"2024";"95690";"Individuel groupe";0;0;0;0
"2024";"95690";"Collectif";0;0;0;0
"2024";"95690";"Residence";0;0;0;0
"2023";"95002";"Tous Logements";1;2;135;176
"2023";"95002";"Individuel pur";1;2;135;176
"2023";"95002";"Individuel groupe";0;0;0;0
"2023";"95002";"Collectif";0;0;0;0
"2023";"95002";"Residence";0;0;0;0
"2023";"95008";"Tous Logements";0;67;0;4698
"2023";"95008";"Individuel pur";0;0;0;0
"2023";"95008";"Individuel groupe";0;0;0;0
"2023";"95008";"Collectif";0;67;0;4698
"2023";"95008";"Residence";0;0;0;0
"2023";"95011";"Tous Logements";0;1;0;108
"2023";"95011";"Individuel pur";0;1;0;108
"2023";"95011";"Individuel groupe";0;0;0;0
"2023";"95011";"Collectif";0;0;0;0
"2023";"95011";"Residence";0;0;0;0
"2023";"95012";"Tous Logements";2;0;138;0
"2023";"95012";"Individuel pur";1;0;113;0
"2023";"95012";"Individuel groupe";1;0;25;0
"2023";"95012";"Collectif";0;0;0;0
"2023";"95012";"Residence";0;0;0;0
"2023";"95014";"Tous Logements";83;93;7359;7308
"2023";"95014";"Individuel pur";1;1;134;156
