Code géographique,Libellé géographique,"1 pièce
Propriétaire
Maison","1 pièce
Propriétaire
Appartement","1 pièce
Propriétaire
Autres logements de métropole","1 pièce
Locataire de logement parc privé vide
Maison","1 pièce
Locataire de logement parc privé vide
Appartement","1 pièce
Locataire de logement parc privé vide
Autres logements de métropole","1 pièce
Locataire de logement parc social vide
Maison","1 pièce
Locataire de logement parc social vide
Appartement","1 pièce
Locataire de logement parc social vide
Autres logements de métropole","1 pièce
Locataire de logement meublé
Maison","1 pièce
Locataire de logement meublé
Appartement","1 pièce
Locataire de logement meublé
Autres logements de métropole","1 pièce
Logé gratuitement
Maison","1 pièce
Logé gratuitement
Appartement","1 pièce
Logé gratuitement
Autres logements de métropole","2 pièces
Propriétaire
Maison","2 pièces
Propriétaire
Appartement","2 pièces
Propriétaire
Autres logements de métropole","2 pièces
Locataire de logement parc privé vide
Maison","2 pièces
Locataire de logement parc privé vide
Appartement","2 pièces
Locataire de logement parc privé vide
Autres logements de métropole","2 pièces
Locataire de logement parc social vide
Maison","2 pièces
Locataire de logement parc social vide
Appartement","2 pièces
Locataire de logement parc social vide
Autres logements de métropole","2 pièces
Locataire de logement meublé
Maison","2 pièces
Locataire de logement meublé
Appartement","2 pièces
Locataire de logement meublé
Autres logements de métropole","2 pièces
Logé gratuitement
Maison","2 pièces
Logé gratuitement
Appartement","2 pièces
Logé gratuitement
Autres logements de métropole","3 pièces
Propriétaire
Maison","3 pièces
Propriétaire
Appartement","3 pièces
Propriétaire
Autres logements de métropole","3 pièces
Locataire de logement parc privé vide
Maison","3 pièces
Locataire de logement parc privé vide
Appartement","3 pièces
Locataire de logement parc privé vide
Autres logements de métropole","3 pièces
Locataire de logement parc social vide
Maison","3 pièces
Locataire de logement parc social vide
Appartement","3 pièces
Locataire de logement parc social vide
Autres logements de métropole","3 pièces
Locataire de logement meublé
Maison","3 pièces
Locataire de logement meublé
Appartement","3 pièces
Locataire de logement meublé
Autres logements de métropole","3 pièces
Logé gratuitement
Maison","3 pièces
Logé gratuitement
Appartement","3 pièces
Logé gratuitement
Autres logements de métropole","4 pièces
Propriétaire
Maison","4 pièces
Propriétaire
Appartement","4 pièces
Propriétaire
Autres logements de métropole","4 pièces
Locataire de logement parc privé vide
Maison","4 pièces
Locataire de logement parc privé vide
Appartement","4 pièces
Locataire de logement parc privé vide
Autres logements de métropole","4 pièces
Locataire de logement parc social vide
Maison","4 pièces
Locataire de logement parc social vide
Appartement","4 pièces
Locataire de logement parc social vide
Autres logements de métropole","4 pièces
Locataire de logement meublé
Maison","4 pièces
Locataire de logement meublé
Appartement","4 pièces
Locataire de logement meublé
Autres logements de métropole","4 pièces
Logé gratuitement
Maison","4 pièces
Logé gratuitement
Appartement","4 pièces
Logé gratuitement
Autres logements de métropole","5 pièces
Propriétaire
Maison","5 pièces
Propriétaire
Appartement","5 pièces
Propriétaire
Autres logements de métropole","5 pièces
Locataire de logement parc privé vide
Maison","5 pièces
Locataire de logement parc privé vide
Appartement","5 pièces
Locataire de logement parc privé vide
Autres logements de métropole","5 pièces
Locataire de logement parc social vide
Maison","5 pièces
Locataire de logement parc social vide
Appartement","5 pièces
Locataire de logement parc social vide
Autres logements de métropole","5 pièces
Locataire de logement meublé
Maison","5 pièces
Locataire de logement meublé
Appartement","5 pièces
Locataire de logement meublé
Autres logements de métropole","5 pièces
Logé gratuitement
Maison","5 pièces
Logé gratuitement
Appartement","5 pièces
Logé gratuitement
Autres logements de métropole","6 pièces ou plus
Propriétaire
Maison","6 pièces ou plus
Propriétaire
Appartement","6 pièces ou plus
Propriétaire
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc privé vide
Maison","6 pièces ou plus
Locataire de logement parc privé vide
Appartement","6 pièces ou plus
Locataire de logement parc privé vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc social vide
Maison","6 pièces ou plus
Locataire de logement parc social vide
Appartement","6 pièces ou plus
Locataire de logement parc social vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement meublé
Maison","6 pièces ou plus
Locataire de logement meublé
Appartement","6 pièces ou plus
Locataire de logement meublé
Autres logements de métropole","6 pièces ou plus
Logé gratuitement
Maison","6 pièces ou plus
Logé gratuitement
Appartement","6 pièces ou plus
Logé gratuitement
Autres logements de métropole"
95214,Épinay-Champlâtreux,0,0,0,0,0.98276,0,0,0,0,0,0,0,0,0,0,0,0.98276,0,0.98276,1.96552,0,0,0,0,0.98276,0,0,0,0.98276,0,0.98276,0,0,0,3.93103,0,0,0,0,0,0,0,0,0,0,1.96552,0,0,2.94828,0.98276,0,0,0,0,0,0,0,0.98276,0,0,1.96552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94828,0,0,0.98276,0.98276,0,0,0,0,0,0,0,0,0,0
95218,Éragny-sur-Oise,0,35.46744,0,5.54259,106.89262,4.08809,0,96.36116,2.84073,0,17.01897,3.47095,0,0,0,31.65264,191.9038,0,16.81074,158.21639,0,0,322.56936,2.51494,3.59156,30.76182,0,0,10.21812,0,199.88874,715.94668,0,18.60545,175.1409,2.64032,0,696.76708,9.20305,0,20.83445,0,12.60292,20.91447,0,732.29914,616.21927,0,52.47532,76.82801,0,24.12306,457.34092,2.7558,3.3298,4.85097,0,7.33862,27.33661,0,1028.95571,176.37268,0,15.70958,50.18872,0,20.93,203.82189,0,3.59156,3.58094,0,6.45454,5.62122,0,711.7381,33.47477,0,6.72364,5.48272,0,5.19839,51.11555,0,3.59156,12.94507,0,2.67871,0,0
95219,Ermont,5.40896,74.26979,0,6.22435,257.86161,21.59022,0,260.88598,12.42858,0,38.45464,0,5.43837,0,1.91767,68.88236,443.73815,0,20.95482,705.31452,8.6295,3.26321,655.58274,5.77281,5.31154,79.45669,0,18.12766,15.0743,0,345.42525,1244.83677,0,35.44796,683.82486,5.33692,0,1452.53438,0,4.68989,50.49748,0,8.18389,37.78198,0,815.16265,954.4675,2.69645,35.40562,188.24056,2.64996,5.2021,1247.97284,0,8.76974,47.76015,0,8.80317,51.97446,0,1052.24486,242.07231,0,23.92387,24.80144,0,0,264.04878,2.35301,2.71271,8.9742,2.94165,16.61488,25.47165,0,1036.03769,22.26163,0,11.74956,3.60879,0,2.40161,18.92272,0,0,0,0,11.40391,0,0
95229,Ézanville,0,19.90527,0,0,131.97437,17.77864,0,20.86059,0,0,6.29485,7.34399,0,1.04914,0,22.93002,80.49111,0,11.41806,178.48717,4.10266,0,93.66929,0,1.04914,10.44404,5.10977,0,5.21737,0,178.67168,354.79032,1.04914,10.26612,162.47684,2.06064,1.03967,248.01634,3.09142,0,11.42736,0,3.12847,18.83717,0,476.06484,361.01557,1.03967,23.66089,64.82749,2.05141,6.13554,205.99827,3.05444,1.04914,7.26861,1.02097,9.3762,5.1705,0,518.43265,94.11649,0,11.32457,14.46269,0,3.0448,57.19065,0,1.03028,0,0,9.40446,4.14056,0,477.00082,4.15875,0,7.14746,1.01175,0,0,8.16886,0,0,0,0,5.17997,0,0
95241,Fontenay-en-Parisis,0,5.04281,0,0,15.1008,0,0,0,0,0,1.00856,0,0,0,0,2.01712,9.0598,0,9.05633,31.21711,0,0,19.15921,0,1.00166,4.02389,0,0,1.00856,0,26.1261,7.03577,1.00511,13.03888,30.07422,0,0.98801,21.09009,0,3.00158,0,0,1.00511,1.00856,0,117.40213,1.99996,0.9914,8.0237,4.02392,0,1.99307,23.93725,0,1.00166,0,0,5.02212,0.99823,0,186.43859,2.01022,0,8.03063,0,0,0.99481,0.99481,0,1.00511,0,0,1.99996,0,0,207.02827,0,0,1.99647,0,0,0,0,0,0.99823,0,0,2.01712,0,0
95250,Fosses,1.9947,1.9947,0,4.95674,54.75497,0.99735,0,27.87576,0,0,5.97407,0,0,0,0,39.644,76.57574,0.96753,11.87827,85.96281,0.99735,0,170.62764,0,2.9522,7.92872,0,1.95485,3.97937,0.99735,240.12887,60.20067,0.97737,23.54842,51.88481,0,1.94511,293.32541,0.9578,0.97737,6.82244,1.96469,5.96413,6.88187,0,909.897,29.48234,0.9578,29.16726,31.10546,0.98731,14.46661,131.13432,0,2.92248,0.96753,0,17.7137,10.81204,0.99735,842.19249,6.86169,0,22.38388,2.86384,0.94815,6.70555,41.54589,0,0,0.93861,0,11.63295,12.82593,0,476.15449,1.98466,0,6.84192,3.8606,0,1.88676,3.89985,0,1.93596,0,0,6.77394,2.9522,0.98731
95252,Franconville,0,160.98337,0,3.98627,466.24523,7.34435,0,159.70149,0,0.89677,57.83365,4.54043,1.17017,1.97938,0,42.2918,1082.98214,0,22.71258,963.36924,4.17096,0,471.87963,0,3.77611,127.88359,0,14.1966,30.80991,0,377.28455,2440.42326,0,16.92018,1303.46345,0.89677,9.93702,1126.72107,2.97544,0,99.05597,7.40627,16.24071,74.57283,0,887.58844,1750.06708,0,33.79555,447.59998,0,28.13251,946.05479,3.27952,0,39.99444,0,15.18257,45.85873,0,1113.2454,439.1995,0,25.88957,65.6767,0,24.47348,174.66887,0,0,11.71196,7.12631,4.76115,7.97106,0,984.17854,52.9178,0,16.78834,12.89509,0,7.16676,16.54571,0,0,0.877,0,9.15744,0,0
95253,Frémainville,1.20955,0,0,0,3.51657,0,0,2.41909,0,0,0,0,0,0,0,1.09747,1.20955,0,0,1.20955,0,0,0,0,0,0,0,0.90352,0,0,7.3048,0,0,2.41909,14.51208,0,0,0,0,0,0,0,1.09747,0,0,30.58373,0.99579,0,0,5.74162,0,0,0,0,0,0,0,0,0,0,43.36231,0,0,2.63539,0.90352,0,0,0,0,0,0,0,1.09747,0,0,86.55785,0,0,1.64736,0.67492,0,0,0,0,0,0,0,1.95339,0,0
95254,Frémécourt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88817,0,0,0,1.05495,0,0,1.14974,0,0,0,0,0,0,0,8.01974,3.35444,0,3.26746,5.22434,0,0,0,0,0,0,0,3.26746,0.96798,0,37.03148,0,0,1.05495,0,0,0,0,0,0,0,0,1.05495,0,0,50.54793,0,0,4.08241,0,0,0,0,0,0.88817,0,0,0.96798,0,0,85.40277,0,0,1.70312,0,0,0,0,0,0,0,0,0,0,0
95256,Frépillon,3.09101,7.23841,0,1.03685,13.45952,0,0,3.09101,0,0,1.0173,0,0,2.0737,0,12.30612,40.18382,0,6.20156,23.59457,0,2.05416,18.50768,0,0,3.05191,0,1.03685,2.05416,0,71.28237,33.67535,0,6.08574,11.15308,0,20.19771,20.21365,0,2.05416,0,0,3.95523,0,0,171.22835,0,0,19.83994,2.977,0,74.69543,2.95746,0,0.96084,0,0,3.05228,1.99661,0,275.78333,0,1.03685,6.8935,0.94273,0,15.47037,4.85997,0,0,0,0,6.04773,0,0,332.41827,0,0,4.84527,0,0,0.99812,2.01543,0,0.96084,0,0,4.05113,0,0
95257,La Frette-sur-Seine,3.01067,5.03846,0,2.0003,18.16064,3.03138,0,6.04892,0,0,3.03138,0,1.01046,0,0,33.28288,38.28689,1.00354,8.06296,62.3585,0,0,46.32943,0,0,9.08721,0,2.02092,1.01046,0,169.49265,78.35396,2.014,16.01575,47.09195,0.99667,0,34.96672,0,0,6.042,0,2.00713,5.03154,0,333.15652,44.12929,0,17.01938,12.99816,2.02092,0,16.88977,0,2.99693,0.98307,0,6.03508,1.01046,0,384.60881,16.99905,0,15.88641,2.97678,0,1.97974,0.97634,0,0.99667,0,0,2.02092,0,0,422.13597,2.97641,0,6.95654,0,0,0.98984,0.98984,0,0,0,0,6.02143,0,0
95258,Frouville,0,0,0,0,0.92513,0,0,0,0,0,4.62566,0,0,0,0,1.977,0,0,1.85027,0.96558,0,0,0,0,0,0,0,0,0.92513,0,7.52241,0,0,6.7204,1.85027,0,0,0,0,1.93293,0,0,0,0,0,25.24612,0,0,3.82365,0,0,0,0,0,0,0,0,0,1.0078,0,31.52049,0,0,2.01745,0,0,0,0,0,0,0,0,0,0,0,60.1184,0,0,0,0,0,0,0,0,0,0,0,1.89072,0,0
95268,Garges-lès-Gonesse,2.40081,60.42966,0,2.85623,270.63976,10.35809,0,270.04981,0,9.71905,65.97676,46.89399,0,251.83638,0,29.37841,362.91741,0,9.4217,587.74542,8.3246,6.93414,1189.50425,16.42012,0,97.55298,0,0,26.19591,0,353.50152,856.96642,0,69.50356,803.03849,4.02293,71.29692,2434.70064,14.18855,2.85464,111.22348,3.65107,22.37731,57.27767,0,715.04512,814.77681,0,63.03508,443.13811,0.88688,96.17613,1649.45026,16.97169,9.33781,100.32048,0,6.21236,61.72563,0,530.09941,120.9608,0,27.99779,96.12418,0,32.83275,342.61963,2.89262,11.74202,17.02744,0,12.83293,11.18118,0,420.16954,25.80817,0,27.57761,33.22987,0,16.06173,147.1626,0,2.9524,5.37691,1,8.92491,3.57386,0
95270,Genainville,0,1.03326,0,0,0,0,0,0,0,0,1.03326,0,0,0,0,2.03275,1.03326,1.03326,0,6.19955,0,0,0,0,0,0,0,2.04964,0,0,23.56237,1.01638,0,3.0328,7.09885,1.03326,0,0,0,1.03326,1.01638,1.03326,3.03307,0,0,48.37638,2.03303,0,2.01615,1.03326,0,0,0,0,0,0,0,0,0,0,52.379,0.99977,0,3.0004,0,0,0,0,0,0,0,0,0.98344,0,0,55.37696,1.03326,0,1.99981,0,0,0,0,0,0,0,0,0,0,0
95271,Génicourt,0,0,0,0,3.03534,1.01178,0,1.01178,0,0,0,1.01178,0,1.01178,0,2.01854,1.00676,0,0,4.03208,0,0,0,0,0,1.01178,0,2.02356,0,0,14.06978,0,0,1.01178,2.00355,0,0,1.99856,0,0,0,0,0,0,0,36.14889,0,0,1.01178,1.00176,0,0,1.00176,0,0,0,0,1.00676,0,0,50.14902,0,0,3.02532,1.99861,0,0,0,0,0,0,0,0.94842,0,0,69.30238,0,0,0.99679,0,0,0,0,0,0,0,0,0,0.98692,0
95277,Gonesse,3.48452,45.35315,0,7.78943,184.99144,1,0,311.03958,7.00229,2,159.79558,108.07102,0,0,0,9.50053,326.32477,0,19.9094,531.19117,0,7.87972,780.04828,0.91047,9.34742,82.58525,3.00688,0,12.87234,0,254.41158,424.27327,0,28.77209,396.78622,0,15.7724,1264.80089,1.05021,0,37.16789,0,0,11.1102,0,1181.45503,365.73739,0,94.85847,136.09063,0,93.49764,934.83279,4.08654,14.66322,16.37631,0,17.26307,31.38517,0,1057.58846,124.80788,0,39.44297,35.82313,2.3007,30.92194,272.26822,0,3.04122,9.96065,0,14.82481,3.72653,2.8492,627.5394,23.76092,0,13.10614,13.50608,0,11.81605,38.83724,0,4.82741,2,0,7.39106,0,0
95280,Goussainville,10.26655,3.94256,12.02993,11.0764,240.38666,164.09595,0,86.05106,47.62756,0,25.67596,115.65877,3.30268,2.04116,2.63626,140.84222,74.97196,3.35974,59.72603,327.50112,6.24769,22.81509,471.19495,9.50699,5.87262,22.46416,6.0016,11.88634,0,0,788.26404,106.48226,11.06622,145.71235,249.39787,3.04816,52.02217,1031.44941,2.56095,11.51039,18.60619,0,24.18271,11.82045,0,1648.97219,55.98145,0,124.88147,78.89339,5.56509,43.30119,883.44052,8.98435,0,17.76652,0,8.7426,9.55722,0,1496.34205,5.86904,0,75.95798,17.55889,0,12.15905,152.20158,0,8.72082,5.97775,2.96922,33.42399,0,0,1200.90666,4.68812,2.68802,39.47692,17.53569,0,3.19387,32.61362,0,6.10148,2.99059,0,27.81855,0,0
95287,Grisy-les-Plâtres,0,0,0,1.00409,0.99255,0.99255,0,0.99255,0,0,0.99255,2.97765,0,0,0,1.99661,0,0,0.9983,7.96342,3.97021,0,0,0,0,2.00239,9.97153,0,0,0,13.98224,1.00409,0.99255,6.00143,5.99564,3.97021,0,0,0,0.99255,0,17.90623,2.98341,0,0.99255,34.05283,1.00409,1.00991,3.00662,3.01809,0,0,0,0,0.99255,0,0.99255,2.00818,0,0,56.11418,0,0,4.01067,0,0,0,0,0,0,0,0,0,0,0,90.26601,0,0,5.03229,0,0,0,0,0,0,0,0,2.02012,0,0
95288,Groslay,1.00464,20.93251,0,6.22612,100.87501,3.12423,0,20.82221,0,0,4.17309,0,0,1.04886,1.04886,33.09661,97.97,2.09772,15.40102,194.12558,4.0856,0,77.64369,0,2.00975,13.34751,0,2.07537,2.07537,3.12423,133.02399,258.77476,0,26.26312,157.42485,0,1.88357,99.84633,0,0,13.1739,0,5.22195,10.37782,0,376.27363,161.11469,0,22.11279,59.16546,0,9.8374,58.64663,0,2.99252,4.0218,0,6.00692,8.19166,1.90408,490.04926,49.87208,1.02651,25.90319,18.61549,0,8.62049,13.8036,0,1.97058,1.00464,0,6.03019,0,0,579.01786,9.10975,0,19.72385,3.08002,0,0.94179,2.97388,0,0.98324,0,0,13.07009,0,0
95295,Guiry-en-Vexin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94706,1.89412,0,0,0,0,0,0,0,0,0,0,4.73529,0,0,2.84118,3.78824,0,0,0,0,0,0,0,0.94706,0,0,8.52353,0,0,1.89412,3.78824,0,0,0.94706,0,0,0,0,0,0,0,12.31176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.88824,0,0,0.94706,0,0,0,0,0,0,0,0,0,0,0
95298,Haravilliers,0,0,0,0.95081,0,0,0,0,0,0,0,0,0,0,0,2.95899,0.98633,0,0.98633,0,0,0,0,0,0.95081,0,0,0,0,0,9.83045,0,0,4.9712,0.98633,0,0,0,0,0,0,0,0,0,0,25.01044,0,0,7.20871,0,0,0,0,0,0,0,0,0,0,0,50.00924,0,1.10105,6.14451,0,0,0,0,0,0,0,0,0,0,0,87.33258,0,0,3.14878,0,0,0,0,0,0,0,0,1.93714,0,0
95301,Haute-Isle,2.96035,0,0,0.97434,0,0,0,0,0,0,0,0,0,0,0,7.92486,2.99911,0,2.94151,0,0,0,0,0,0,0,0,0,0,0,19.88041,2.99804,0,3.03609,0,0,0,0,0,0,0,0,0,0,0,27.80672,0,0,0,0,0,0,0,0,1.07036,0,0,0.97434,0,0,25.14997,0,0,0,0,0,0,0,0,0,0,0,1.98601,0,0,32.78684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95303,Le Heaulme,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,1,0,0,0,0,0,1,0,0,0,0,0,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,0,0,0,0,0,0,0,0,0
95304,Hédouville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06616,0,0,0,0,0,0,0,0,0,0,0,2.09268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69373,0,0,0,0,0,0,0,0,0,0,0,1.02652,0,0,26.1855,0,0,1.02652,0,0,0,0,0,0,0,0,1.94278,0,0,62.59263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95306,Herblay-sur-Seine,5.6926,74.84268,2.68392,7.96327,233.81006,9.63221,0,70.6466,2.78177,2.78127,139.44776,81.22083,0,7.29046,7.68107,80.67708,390.13782,21.8618,17.82113,651.89705,1.90791,0,422.40943,0.89534,3.57449,73.28563,1.89465,3.22476,34.27997,6.48489,472.99877,615.19638,4.23462,42.61094,464.30238,0,31.68337,741.17189,3.5102,0,34.5807,0,10.10917,17.68532,5.92456,1571.98623,343.77339,6.32052,68.49115,131.40829,0,104.87336,388.87837,0,12.44252,16.01943,0,21.98282,14.55977,3.17434,2089.18461,123.8401,6.18735,31.44068,8.28736,0,61.28964,109.16816,2.61487,12.88831,12.05957,0,9.90901,2.55357,0,1957.99249,14.60711,0,34.43262,4.76209,0,19.41566,11.15891,0,0,3.14749,2.61487,18.82688,0,0
95308,Hérouville-en-Vexin,0,1.90255,0,0,3.80758,0,0,0,0,0,0,0,0,0,0,2.85382,3.8051,0,0,4.75761,0,0,0,0,0,0.95189,0,0,0.95189,0,7.61391,7.61391,0,1.90379,5.71199,0.95189,0,0,0,0,0,0,0.95127,0,0.95127,26.65987,2.86003,0,1.90503,0.95127,0,0,0,0,0.95127,0,0,1.90317,0,0,41.90322,0,0,1.90627,0,0,0,0,0,0,0,0,1.90255,0,0,101.90921,0,0,1.90441,0,0,0,0,0,0,0,0,1.90441,0,0
95309,Hodent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,2,0,1,17,1,0,3,0,0,0,0,0,1,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95313,L'Isle-Adam,3.09649,40.0993,13.28371,3.42982,153.99001,5.72633,3.27914,38.19327,0,0,36.81173,3.13237,0,4.18057,0,24.17331,218.93314,3.98511,9.51263,450.18994,31.86952,3.27914,256.66401,0,6.80538,35.33234,18.30262,0,4.8522,0,157.15257,438.45388,15.94046,22.9529,397.77053,10.47968,21.47583,411.20878,5.81969,0,29.20708,10.47968,15.34135,24.50982,0,503.90179,262.09356,8.86482,33.93522,84.34492,0,52.09994,227.9554,3.90971,0,7.00619,0,19.93394,24.03379,0,656.78846,46.74126,0,32.52322,34.30217,0,27.68412,19.57188,0,0,8.59343,0,25.28202,0,0,1012.34565,15.42176,1.32837,27.41731,0.95942,0,3.36262,4.41452,0,3.36262,0,0,13.05205,0,0
95316,Jagny-sous-Bois,0.97872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91338,0,0,0.97113,1.94225,0,0,0,0,0,0,0,0,0.97872,0,7.83008,0,0,0.97872,1.94225,0,0,0,0,0,0,0,0,0,0,15.6983,0,0,1.95743,0,0,0,0,0,0,0,0,0.97872,0.98636,0,22.78004,0,0,1.95749,0,0,0,0,0,0,0,0,0.97113,0,0,36.48163,0,0,0.97113,0,0,0,0,0,0,0,0,0,0,0
95323,Jouy-le-Moutier,0,19.19683,0,1.06094,39.46013,0,0,26.51603,0,0,18.60224,0,0,3.36817,0,6.48917,146.61852,0,7.31092,199.3829,0,5.12863,260.69543,0,3.36817,26.59999,2.8776,0,2.12106,0,138.37987,260.01615,1.06053,6.6824,155.08126,0,118.73736,376.16912,2.8776,3.10575,10.18539,0,0,9.15671,0,961.97592,134.10341,0,61.36888,36.83237,0,348.80654,142.92904,0,9.20342,0,0,6.83834,12.25571,0,1381.69601,25.03121,0,31.49388,2.9904,0,190.80635,37.85741,3.23411,0,0,0,6.4719,0.86934,0,1043.91638,15.46091,0,27.97051,2.12106,0,30.33389,8.20774,0,2.97871,0,0,0,0,0
95328,Labbeville,0,0.99678,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03669,4.0087,0,3.01192,14.01968,0,0,2.01513,0,1.99357,3.98714,0,0,0,0,21.45797,10.12018,0,3.07801,9.07981,0,0,0,0,2.01513,0,0,1.99357,0,0,42.06534,4.13947,0,5.18127,6.17711,0,0,0,0,0,0,0,2.05872,0,0,41.07613,0,0,0,0,0,0,0,0,0,0,0,1.08587,0,0,73.42981,0,0,1.01835,1.10936,0,0,0,0,0,0,0,0.99678,0,0
95331,Lassy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96971,0.98485,0,5.90912,0,0,0,0,0,2.95456,0,0,0,0,0.98485,0.98485,0,7.87883,0.98485,0,0,0,0,0,0,0,0,0,0,8.86368,0,0,3.93941,0.98485,0,0,0,0,0,0,0,0,0,0,21.66677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7425,2.95456,0,1.96971,0,0,0,0,0,0,0,0,0.98485,0,0
95341,Livilliers,0,0,0,0,2.03645,0,0,0,0,0,1.01823,0,0,0,0,1.01304,1.01823,0,0,5.08076,0,0,0,0,0,0,0,0,0,0,5.08079,6.0938,0,3.03398,6.07312,0,0,0,0,0,0,0,0,0,0,25.32112,0,0,4.02129,1.00788,0,0,1.00788,0,0,0,0,0,0,0,36.39749,0,0,4.03675,0,0,0,0,0,0,0,0,1.00274,0,0,52.51901,0,0,0,0,0,0,0,0,0,0,0,1.00788,0,0
95348,Longuesse,0,0,0,0,0,1.04424,0,0,0,0,1.04424,0,2.08848,0,0,3.09863,0,0,2.08848,5.22121,0,0,0,0,0,1.04424,0,1.01015,0,0,8.18459,0,0,3.91085,12.19222,0,0,0,0,0,0,0,1.04424,0,0.97717,33.2493,0,0,5.9333,0.97717,0,0,0,0,0,0,0,0.97717,0,0,52.31731,0,0,0.97717,0,0,0,0,0,0,0,0,1.04424,0,0,76.63558,0,0,0,0,0,0,0,0,0,0,0,1.92456,0,0
95351,Louvres,10.71297,10.37664,0,0,68.03067,6.60074,0,55.03475,0,0,3.33556,0,0,9.47633,0,11.70427,179.33093,0,4.99346,290.38913,0,0,229.28827,0,4.13197,21.15788,0,1.36615,8.14811,0,159.15828,251.10098,4.68611,41.189,199.79921,5.23459,10.00748,376.07562,4.68611,1.29135,22.78547,0,2.00007,14.01573,0,682.65342,128.87654,1.13033,56.10351,49.53619,0,18.67625,251.30954,1.29919,1.15225,16.0497,0,24.74713,14.25368,0,746.70102,17.01299,0,25.85919,17.12034,0,0,40.46814,5.44416,4.23582,0,0,15.80048,15.81642,4.23582,473.75383,0,0,10.8364,2.20523,0,0,25.74602,0,0,0,0,5.27518,0,0
95352,Luzarches,2.03325,4.0665,0,2.04329,78.38056,4.0665,0,14.24278,0,0,5.09316,1.01662,0,4.0665,0,7.16687,42.77883,0,9.22079,169.60546,1.01662,1.02666,92.91589,0,0,3.05991,0,3.04987,5.11354,0,91.36754,39.80978,0,23.71536,74.08563,0,34.11451,69.87828,0,0,10.31754,0,5.17438,5.12358,0,228.07135,12.31033,0,25.83073,14.44527,0,9.46555,25.76999,0,1.01662,2.05343,0,8.29472,1.08902,0,386.2866,4.09662,0,21.79496,3.14123,0,3.13129,10.41983,0,1.04704,0,0,11.32482,2.06367,0,456.53634,4.08658,0,14.53653,0,0,0,4.21068,0,0,0,0,4.15785,1.0368,0
95353,Maffliers,0.92175,3.578,0,0.91258,9.85748,0,0,0,0,1.789,8.96298,1.789,0,0,0,6.33408,42.14057,0,0,58.40407,0,0,8.06857,0,1.789,4.49948,0,0.8945,0.8945,0,39.9283,45.95422,0,12.64981,37.99385,0,0,20.9176,0,0,0,0,0.8945,0,0,109.16201,6.32481,0,6.40648,12.6677,0,0,2.77462,0,0.92175,0,0,0,0,0,140.32845,1.84387,0,3.63232,0,0,1.86213,0,0,0,0,0,1.82515,0,0,166.82246,0.8945,0,1.8714,0,0,0.94984,0,0,0,0,0,1.80699,0,0
95355,Magny-en-Vexin,2.84774,2.86761,0,0.94925,76.12025,4.74623,0.94925,61.92046,4.76611,0.94925,10.46158,2.94939,0,1.89849,0.94925,9.53263,31.54498,0,14.4188,126.5427,0.94925,3.9809,148.92509,0,0.94925,11.53007,0.94925,1.89849,2.86761,0.94925,99.23607,19.14433,0,42.11095,86.17197,1.01012,30.31535,191.24738,0,0,4.86798,0,3.81686,2.86761,0,268.59716,12.56048,0,37.18077,21.47023,3.01051,53.03932,139.66148,0,1.95853,5.7961,0,7.77662,1.91837,1.93824,370.98408,3.89888,0,19.71552,4.88913,0,24.17351,46.65348,0,0.96912,0,0,8.7859,0.94925,0,418.42211,1.93865,0,9.8768,1.95853,1.01012,5.01566,3.91874,0,1.97924,0.96912,0,3.05372,0.94925,0
95365,Mareil-en-France,0,0,0,0,0,0,0,1.98092,0,0,0,0,0,0,0,0.97955,2.97139,0,1.91616,22.748,0,0,7.86949,0,0,2.94968,0,0,0,0,10.71051,5.89924,0,0.94752,16.62173,0,0,1.94854,0,0,8.71927,0,0.99046,0.97955,0,31.14274,1.92684,0,3.88629,4.80143,0,0,0,0,0,0,0,1.93763,0,0,54.23489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.16236,0,0,3.85391,0,0,0,0,0,0,0,0,0.96876,0,0
