Code géographique,Libellé géographique,"1 pièce
Propriétaire
Maison","1 pièce
Propriétaire
Appartement","1 pièce
Propriétaire
Autres logements de métropole","1 pièce
Locataire de logement parc privé vide
Maison","1 pièce
Locataire de logement parc privé vide
Appartement","1 pièce
Locataire de logement parc privé vide
Autres logements de métropole","1 pièce
Locataire de logement parc social vide
Maison","1 pièce
Locataire de logement parc social vide
Appartement","1 pièce
Locataire de logement parc social vide
Autres logements de métropole","1 pièce
Locataire de logement meublé
Maison","1 pièce
Locataire de logement meublé
Appartement","1 pièce
Locataire de logement meublé
Autres logements de métropole","1 pièce
Logé gratuitement
Maison","1 pièce
Logé gratuitement
Appartement","1 pièce
Logé gratuitement
Autres logements de métropole","2 pièces
Propriétaire
Maison","2 pièces
Propriétaire
Appartement","2 pièces
Propriétaire
Autres logements de métropole","2 pièces
Locataire de logement parc privé vide
Maison","2 pièces
Locataire de logement parc privé vide
Appartement","2 pièces
Locataire de logement parc privé vide
Autres logements de métropole","2 pièces
Locataire de logement parc social vide
Maison","2 pièces
Locataire de logement parc social vide
Appartement","2 pièces
Locataire de logement parc social vide
Autres logements de métropole","2 pièces
Locataire de logement meublé
Maison","2 pièces
Locataire de logement meublé
Appartement","2 pièces
Locataire de logement meublé
Autres logements de métropole","2 pièces
Logé gratuitement
Maison","2 pièces
Logé gratuitement
Appartement","2 pièces
Logé gratuitement
Autres logements de métropole","3 pièces
Propriétaire
Maison","3 pièces
Propriétaire
Appartement","3 pièces
Propriétaire
Autres logements de métropole","3 pièces
Locataire de logement parc privé vide
Maison","3 pièces
Locataire de logement parc privé vide
Appartement","3 pièces
Locataire de logement parc privé vide
Autres logements de métropole","3 pièces
Locataire de logement parc social vide
Maison","3 pièces
Locataire de logement parc social vide
Appartement","3 pièces
Locataire de logement parc social vide
Autres logements de métropole","3 pièces
Locataire de logement meublé
Maison","3 pièces
Locataire de logement meublé
Appartement","3 pièces
Locataire de logement meublé
Autres logements de métropole","3 pièces
Logé gratuitement
Maison","3 pièces
Logé gratuitement
Appartement","3 pièces
Logé gratuitement
Autres logements de métropole","4 pièces
Propriétaire
Maison","4 pièces
Propriétaire
Appartement","4 pièces
Propriétaire
Autres logements de métropole","4 pièces
Locataire de logement parc privé vide
Maison","4 pièces
Locataire de logement parc privé vide
Appartement","4 pièces
Locataire de logement parc privé vide
Autres logements de métropole","4 pièces
Locataire de logement parc social vide
Maison","4 pièces
Locataire de logement parc social vide
Appartement","4 pièces
Locataire de logement parc social vide
Autres logements de métropole","4 pièces
Locataire de logement meublé
Maison","4 pièces
Locataire de logement meublé
Appartement","4 pièces
Locataire de logement meublé
Autres logements de métropole","4 pièces
Logé gratuitement
Maison","4 pièces
Logé gratuitement
Appartement","4 pièces
Logé gratuitement
Autres logements de métropole","5 pièces
Propriétaire
Maison","5 pièces
Propriétaire
Appartement","5 pièces
Propriétaire
Autres logements de métropole","5 pièces
Locataire de logement parc privé vide
Maison","5 pièces
Locataire de logement parc privé vide
Appartement","5 pièces
Locataire de logement parc privé vide
Autres logements de métropole","5 pièces
Locataire de logement parc social vide
Maison","5 pièces
Locataire de logement parc social vide
Appartement","5 pièces
Locataire de logement parc social vide
Autres logements de métropole","5 pièces
Locataire de logement meublé
Maison","5 pièces
Locataire de logement meublé
Appartement","5 pièces
Locataire de logement meublé
Autres logements de métropole","5 pièces
Logé gratuitement
Maison","5 pièces
Logé gratuitement
Appartement","5 pièces
Logé gratuitement
Autres logements de métropole","6 pièces ou plus
Propriétaire
Maison","6 pièces ou plus
Propriétaire
Appartement","6 pièces ou plus
Propriétaire
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc privé vide
Maison","6 pièces ou plus
Locataire de logement parc privé vide
Appartement","6 pièces ou plus
Locataire de logement parc privé vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement parc social vide
Maison","6 pièces ou plus
Locataire de logement parc social vide
Appartement","6 pièces ou plus
Locataire de logement parc social vide
Autres logements de métropole","6 pièces ou plus
Locataire de logement meublé
Maison","6 pièces ou plus
Locataire de logement meublé
Appartement","6 pièces ou plus
Locataire de logement meublé
Autres logements de métropole","6 pièces ou plus
Logé gratuitement
Maison","6 pièces ou plus
Logé gratuitement
Appartement","6 pièces ou plus
Logé gratuitement
Autres logements de métropole"
95058,Bernes-sur-Oise,3,0,0,0,1,0,0,3,0,0,0,8,0,0,1,3,1,0,1,0,0,0,16,0,2,4,0,0,0,0,32,4,0,7,3,0,5,55,0,0,0,0,1,0,0,212,0,0,5,0,0,41,35,1,0,0,0,3,0,0,221,0,0,9,0,0,17,16,0,0,0,0,3,0,0,176,0,0,1,0,0,7,1,1,0,0,0,2,0,0
95059,Berville,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,5,1,0,0,0,0,1,0,0,0,0,0,61,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95060,Bessancourt,1,16,0,3,74,24,0,29,1,1,4,1,0,0,0,26,170,0,15,236,0,1,158,0,2,27,0,8,3,1,158,219,3,18,176,0,3,242,0,3,9,0,11,7,0,421,60,0,17,26,2,85,98,1,3,1,0,9,5,1,563,17,0,7,4,0,91,14,0,2,4,0,11,4,0,566,0,1,9,1,1,13,4,0,4,0,0,7,0,0
95061,Béthemont-la-Forêt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,75,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95063,Bezons,0,94.73716,0.88145,21.82031,421.25706,57.97179,1.2266,133.52587,7.05037,0.88145,164.61895,69.73832,0,9.2368,1.04399,79.14579,672.24612,0,47.60947,950.15653,1.04399,0,895.91432,6.62157,6.62221,156.0224,20.40457,7.37505,22.76759,0,643.29664,1384.17102,0,105.99072,825.74951,1.65729,62.13392,2189.0024,5.71581,20.13029,120.14943,2.99999,27.15367,25.688,0,1008.41639,628.48917,15.0676,61.41837,253.17861,0,43.84924,1233.8041,0,28.89343,68.70532,0,26.19643,40.50292,0,928.46986,99.15998,0,19.35684,44.08967,1.12164,10.87287,250.18507,0,0,4.18997,0,5.48774,20.87302,0,518.40545,32.53321,0,7.56674,10.48694,6.14429,0,43.54319,0,9.39585,0.88145,0.88145,6.15006,0,0
95074,Boisemont,0,0,0,0,1.99878,0,0,0,0,0,0,0,0,0,0,2.96325,3.00981,0,1.03486,9.9479,0,0,4.98531,0,0,0,0,0,0,0,12.08802,1.01103,0,4.14,1.01103,0,0,1.03486,1.9755,0,0,0,1.03486,0,0,45.7474,1.05925,0,2.09411,0,0,0,0,0,0,0,0,3.05972,0,0,74.08006,3.10458,0,0,0,0,0,0,0,0,0,0,1.03486,0,0,145.16467,0,0,3.17946,0,0,0,0,0,1.13592,0,0,0,0,0
95078,Boissy-l'Aillerie,1.01961,4.07845,0,1.01961,6.11006,1.01961,0,0,0,0,5.09806,1.01961,0,0,1.01961,7.10702,11.1853,0,5.07523,31.52427,1.012,0,2.03922,0,0,4.05562,2.02406,3.05123,1.00445,0,50.70028,12.18242,0,8.07349,29.28838,1.01961,6.05692,12.12911,0,3.02857,1.01961,0,3.05883,2.03162,0,114.97189,12.11407,0,15.08229,8.05095,0,5.97465,7.03911,0,0,0,0,3.05883,0.99696,1.00445,156.93405,10.08995,0,14.06279,1.01961,0,2.95379,1.012,0,0.99696,0,0,2.02401,0.99696,0,232.01051,1.98648,0,3.97301,0,0,1.012,0,0,0,0,0,2.00891,0,0
95088,Bonneuil-en-France,1.99643,2.99464,0,3.02356,9.99178,1.99643,0,0,0,0,2.01571,0.99821,0,0,0,3.99285,18.05471,0,4.04143,27.17417,0,0,4.02187,0,2.00607,9.13921,0,1.99643,0.99821,0,37.50714,32.24302,0,0,31.41078,0.99821,0,15.19626,0,0,1.99643,0,1.03734,1.02742,0,56.09917,4.04115,0,5.13747,6.03777,0,2.03518,5.07831,0,0,1.00785,0,4.07045,0.99821,0,67.32686,3.05305,0,6.21519,0,0,0,1.04736,0,1.04736,0,0,0,0,0,49.0375,3.05305,0,5.17784,0,0,0,0,0,0,0,0,0,0,0
95091,Bouffémont,0,1.00539,0,2.01079,34.17631,4.02157,2.01079,21.1062,5.02697,0,1.99673,0,0,0,2.00373,4.00747,30.08442,0,1.98978,72.1911,12.06472,3.00208,73.13367,3.01618,1.00539,9.02753,0,0,0,0,67.83322,64.94289,0,5.97609,64.80925,0,42.67851,206.80076,0,1.98978,4.01452,0,1.98287,2.99502,0,340.06555,38.69807,0,20.7977,10.90502,0,61.31353,127.54414,0,1.96216,2.01079,0,2.95408,0.98439,0,493.20696,8.89463,0,10.84264,4.909,0,22.66325,30.40097,0,2.96706,0.98439,0,7.99393,2.9604,0,447.40055,0.97748,0,3.93079,0.98439,0,4.95679,5.91361,0,0.99834,0,0,3.00913,0,0
95094,Bouqueval,0,0,0,0,5.71011,0,0,0,0,0,0,0,0,0,1.06697,1.14202,0,0,1.06697,7.99415,0,0,0,0,0,0,0,1.06697,0,0,6.02267,0,0,8.76587,4.12767,0,0,0,0,0,0,0,0,0,0,20.5501,0,0,3.14035,0,0,0,0,0,0,0,0,0,0,0,21.09545,2.28404,0,0,0,0,0,0,0,0,0,0,0,0,0,28.20833,1.06697,0,0,2.28404,0,0,0,0,0.87015,0,0,1.06697,0,0
95101,Bray-et-Lû,0,0,0,0,0.93765,0,0,0,0,0,0.93765,0,0,0,0,0,0.96142,0,4.7358,9.37655,0,0,0,0,0,0,0,0.98579,0,0,27.64715,0,0,18.51684,17.4853,0,0,1.94721,0,0,0,0,0,1.89907,0,64.92947,0.93765,0,2.93361,7.01255,0,0,0,0,1.01077,0,0,2.8611,0,0,75.14326,1.06266,0,6.90299,1.06266,0,0.96142,0,0,0,0,1.87531,0,0,0,69.42669,0,0,3.94502,0,0,1.11721,0,0,0,0,0,2.9117,0,0
95102,Bréançon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99182,0.95999,0,0,0,0,0,0,0,0,0,0,9.06443,0,0,4.9974,4.92832,0,0,0,0,1.05869,0,0,0,0,0,19.25013,2.01653,0,4.06594,1.02471,0,0,0,0,0,0,0,1.02471,0,0,32.24452,0,0,2.08339,0,0,0,0,0,0,0,0,0,0,0,80.02195,0,0,2.0505,0,0,0,0,0,0,0,0,0,0,0
95110,Brignancourt,0,0,0,0,2.07273,0,0,0,0,0,0,0,0,0,0,1.03637,1.03637,0,1.03637,10.27295,0,0,0,0,0,0,0,0,0,0,3.87123,1.03637,0,2.07273,4.00627,0,0,0.90331,0,0,0.98997,0,1.03637,0,0,8.60947,3.70567,0,2.75226,1.89923,0,0,0,0,0,0,0,0,0,0,18.74923,1.03637,0,0,0.94565,0,0,0,0,0,0,0,0,0,0,39.3223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95116,Bruyères-sur-Oise,0,1.15899,0,0,25.92306,0,0,12.90386,0,1.17832,0,1.00003,0,0,0,4.63692,12.9422,0,4.67495,29.20803,1.17832,1.17832,78.35308,0,0,4.63629,0,2.31799,1.15899,0,83.06153,5.81524,0,13.94784,27.70775,0,2.26127,120.57407,0,0,1.10289,0,0,0,1.10289,356.37367,4.65562,0,49.66607,10.14952,0,55.93329,37.32836,0,3.40156,0,0,6.89787,1.15899,0,349.79449,1.15899,0,27.31098,3.34546,0,56.19,3.34546,0,1.15899,0,0,6.76852,0,0,270.12438,0,0,10.04193,0,0,14.54785,3.34729,0,0,0,0,4.61853,0,0
95119,Buhy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11374,0,0,2.07788,0,0,0,0,0,0,0,0,1.02369,0,0,18.64604,0,1.03587,4.16804,0,0,0,0,0,0,0,0,0,0,0,20.65053,0,0,2.04741,0,0,0,0,0,0,0,0,0,0,0,34.0623,0,0,4.1435,0,0,0,0,0,0,0,0,0,0,0,33.94074,0,0,2.05952,0,0,0,0,0,0,0,0,1.04201,0,0
95120,Butry-sur-Oise,0,0,0,0,3.05897,0,0,0,0,0,0,0,0,0,0,12.18348,3.03927,1.01966,0,3.0524,0,0,15.28171,0,2.03931,2.03275,0,0,1.01309,0,52.62318,8.14416,0,9.0725,3.01975,0,0,31.24361,0,1.00657,1.00009,0,5.05254,1.01966,0,145.44388,1.01966,0,10.05315,1.00657,0,8.04649,16.0344,0,1.01309,0,0,2.02618,1.01966,0,239.11186,0,0,6.01382,2.02618,0,12.98877,2.99399,0,0,0,0,4.02649,0,0,235.70926,0,0,2.99399,0,0,2.01318,0,0,0,0,0,1.99374,0,0
95127,Cergy,0,147.42945,0.95124,3.94332,1335.62566,33.78561,7.55225,542.50466,12.44344,15.36713,2105.01988,261.49471,0,381.33394,1,22.5145,1117.76904,3.72462,19.26481,2037.30637,10.98147,8.4919,1867.01347,1.02326,10.18197,446.82224,51.42979,0,65.71798,0,172.68814,1927.65691,0,39.24539,1808.27088,6.95348,60.25354,3281.67576,18.01916,11.70221,272.80811,8.5847,12.77577,118.39052,8.40189,1083.04157,1285.91542,0,131.02498,653.11432,4.74671,176.95523,2103.65092,5.71315,12.65645,269.85628,7.42878,44.72713,124.1031,3.97572,1528.62014,451.58234,2.6983,61.95026,155.54784,1.02063,122.84292,542.29571,0,22.2853,176.29694,10.3666,8.33619,67.36122,0,1151.55165,71.46203,0,42.50759,59.08596,0,26.43877,135.32154,0,46.14565,148.51905,6.06979,19.19043,0,0
95134,Champagne-sur-Oise,2.00653,3.0098,0,2.00612,11.03592,0,0,17.05489,0,1.00286,2.00653,0,0,0,0,16.0504,9.02877,1.00327,7.02041,34.10775,1.00306,0,30.09367,0,1.00306,4.01286,0,3.00898,0,0,101.311,35.11081,0,21.06428,50.14836,2.00551,5.01469,114.33529,0,0,2.00592,0,2.00653,1.00327,0,308.91933,18.05591,0,23.06734,12.03306,0,33.09408,56.16061,0,0,0,0,6.01612,0,0,392.13076,9.02673,0,17.04959,3.00878,0,15.03959,22.05857,0,2.0051,0,0,5.01388,0,0,480.36281,1.00327,0,7.01816,2.00571,0,3.00776,5.01286,0,1.00245,0,0,4.01184,2.00531,0
95139,La Chapelle-en-Vexin,0,0,0,0,0.81027,0,0,0.81027,0,0,0,0,0,0,0,0,0,0,0,1.69629,0,0,3.24109,0,0,0,0,0,0,0,7.28274,0,0,1.77203,1.77911,0,0,3.55114,0,0,0,0,0,0,0,27.83426,0,0,2.91425,0,0,0,0,0,0,0,0,0,0,0,34.17723,0,0,1.77911,0,0,0,0.96884,0,0,0,0,0,0,0,32.03669,0,0,1.0594,0,0,0,0,0,0.96884,0,0,0.81027,0,0
95141,Charmont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95142,Chars,0.96328,3.72979,0,0,5.57413,0,0.92217,3.72979,0,0,0,0,0,0,0,10.34941,9.38797,0,2.80762,46.5644,0,0.92217,12.19933,0.92217,0.92217,4.69307,0,2.84872,1.92839,0,81.44025,4.65196,0,13.58865,24.98721,0.96328,0,15.43099,0,0.92217,0.92217,0,3.72979,0.92217,0,129.49049,5.74597,0,12.85189,3.94273,0,14.83679,6.15866,0,0.96328,0,0,4.99379,2.10413,0,155.7269,1.05106,0,6.40418,0.96328,0,13.8618,0,0,2.01243,0,0,0.92217,0,0,154.27167,0,0,1.88545,0,0,1.19797,0,0,0.96328,0,0,2.80762,0,0
95144,Châtenay-en-France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0625,0,0,0,0,0,3.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,3.1875,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,8.5,0,0,2.125,0,0,0,0,0,0,0,0,0,0,0
95149,Chaumontel,0.97453,4.87265,0,0.97453,9.75916,0,0,0,0,0,0,0,0,0,0,15.662,24.44664,0,4.88651,45.16314,0.97453,0,0,0,0,1.96293,0,0.97453,0.97453,1.01672,107.81937,21.62071,0,10.87295,20.80068,0,3.02244,0,0.9884,2.95132,0.97453,0,1.99125,0,0.97453,242.16683,6.90491,0,16.07249,1.99086,0,6.00149,0,0,2.99412,0,0,2.96539,0,0,354.97155,2.96539,0,2.06259,1.99086,0,3.08033,0,0,1.94906,0,0,0.9884,0,0,401.42583,0,0,4.08217,0,0,0.9884,0,0,0,0,0.99998,2.95152,0,0
95150,Chaussy,0,0,0,0,4.10145,0,0,0,0,0,0,0,0,0,0,3.04618,1.01041,0,4.10145,6.12227,0,0,2.03577,0,0,1.02536,0,0,0.99567,0,27.49147,0,0,7.0436,2.00651,2.05073,0,2.00608,0,0,0,0,0,0,0,51.18425,0,0,13.98724,3.01692,0,0,0,0,0,0,0,2.00608,2.02103,0,46.16127,0,0,6.98509,1.02536,0,0,1.01041,0,0,0,0,1.99134,0,0,71.0866,0,1.01041,4.92112,0,0,0,0,0,0.98115,0,0,0,0,0
95151,Chauvry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,1,1,0,21,0,0,3,0,1,0,0,0,0,0,0,2,0,0,26,0,0,1,0,0,0,0,0,0,0,0,3,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0
95154,Chennevières-lès-Louvres,0,0,0,0,0,0,0,0,0,0,0.9735,0,0,0.9735,0,0,0,0,0.9735,1.00424,0,0,0,0,0,0,0,0,0,0,2.98199,0,0,6.05717,2.95124,0,0,0,0,0,0,0,0,0,0,18.30823,0,0,9.16999,4.17754,0,0,0,0,0,0,0,0,0,0,14.51457,0,0,3.92474,0,0,0,0,0,0,0,0,2.07291,0,0,34.44074,0,0,2.0402,0.9735,0,0,0,0,0,0,0,0,0,0
95157,Chérence,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92771,0,0,1.85542,0.92771,0,0,0,0,0,0,0,0,0,0,1.85542,0,0,5.56625,1.85542,0,0,0,0,0,0,0,1.85542,0,0,5.56625,0,0,0.92771,0.92771,0,0,0,0,0,0,0,0.92771,0,0,10.20479,0,0,0.92771,0,0,0,0,0,0,0,0,0.92771,0,0,25.04812,0,0,0.92771,0,0,0,0,0,0,0,0,0.92771,0,0
95166,Cléry-en-Vexin,1.1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04522,0,0,0,5.47521,0,0,0,0,0,0,0,0.98645,0,0,10.41406,0,0,4.24666,4.18789,0,0,0,0,1.04522,0,0,0,0,0,20.11797,0,0,1.9762,1.1075,0,0,0,0,0,0,0,0,0,0,52.60593,0,0,2.8484,0,0,0,0,0,0,0,0,0,0,0,70.0768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95169,Commeny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98135,0,1.9231,0,0,0.92046,3.68859,0,0,1.69005,0,1.00264,0,0,0,0,0,11.02272,0,0,2.94405,2.76813,0,0,0,0,0,0,0,0,0,0,37.46869,0,0,14.61438,1.41154,0,0,1.84766,0,0,0,0,1.98399,0,0,54.85498,0,0,2.9859,0,0,0,1.18965,0,0,0,0,0.98135,0,0,91.22443,0,0,4.99924,0,0,0,0,0,0,0,0,0,0,0
95170,Condécourt,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,2,10,0,0,0,0,1,0,0,0,0,0,18,8,0,7,20,0,0,0,0,0,0,0,2,1,0,45,3,0,1,2,0,0,0,0,0,0,0,1,0,0,55,3,0,3,1,0,0,0,0,0,0,0,0,0,0,51,0,0,2,0,0,0,0,0,0,0,0,0,0,0
95176,Cormeilles-en-Parisis,0,77.01265,0,0,258.41159,10.14231,0,71.66244,3.06347,0,226.33174,29.40198,4.00768,4.44087,0,75.40627,567.89942,0,29.08875,877.81457,8.95307,0,277.55671,0,0,94.5858,1,5.12557,27.91778,0,393.11168,678.68517,1.02116,55.09765,413.37742,0,0,462.5437,3.35158,1.15964,21.24505,0,9.75108,10.05421,0,1449.41223,347.34162,0,87.22434,136.66952,0,16.33334,256.24868,0,4.22172,0,0,11.6513,18.10249,0,1705.72973,104.0019,0,30.25039,38.32933,0,15.4211,27.97388,0,0,0,0,19.31775,4,0,1814.72337,9.69013,0,30.56703,12.31373,4.28547,3.92783,18.89851,0,1.15964,3.63548,0,27.49754,2,0
95177,Cormeilles-en-Vexin,0,2.15996,0,0,1.07998,0,0,0,0,0,1.07998,1.0441,0,0,0,12.56984,1.07998,1.8001,4.24816,14.94033,0,0,0,0,0,1.07998,0,2.15996,0,0,53.9104,1.07998,0,9.40285,10.47929,0,0,1.0441,0,1.07998,0,0,2.12408,0,0,77.52902,0,2.08821,13.33759,8.15283,0,0,0,0,0,0,0,0,0,0,131.0913,0.97589,0,2.02345,1.98531,0,0,0,0,0,0,0,3.09763,0,0,131.05072,0,0,1.98531,0,0,0,0,0,0,0,0,3.03287,0,0
95181,Courcelles-sur-Viosne,0,1.02769,0,0,2.05538,0,0,0,0,0,0,0,0,0,0,1.04032,1.02769,0,1.02769,2.05538,0,0,1.02769,0,0,0,0,0,0,0,7.23176,1.04032,0,3.102,4.11705,0,0,2.06168,0,0,1.02769,0,1.02769,1.02769,0,16.55676,1.02769,0,4.13602,2.07439,0,0,1.04032,0,0,0,0,2.06168,0,0,30.0878,0,0,2.08068,0,0,0,0,0,0,0,0,0,0,0,39.47628,2.08702,0,2.08702,0,0,0,0,0,0,0,0,1.02769,0,0
95183,Courdimanche,0,17.53336,0,0,47.72776,0.97416,0,19.48067,0,0.97416,18.50349,0,0,4.8708,0,6.8171,110.0669,0,5.84496,109.06354,1.94832,5.83992,170.42348,0,1.94681,22.40063,2.92147,0.97416,2.92197,0,59.37136,192.80296,0,14.60383,108.05716,0,21.40633,171.30151,0.97416,0,13.63168,1.94731,0.97265,2.92097,0,292.93298,66.19499,0,16.54258,22.38049,0,84.64313,71.99216,0,0,3.8916,0,6.81458,0,0,388.2848,10.70518,0,17.51121,4.86325,0,32.09391,12.64394,0,0.97215,0,0,1.94631,0,0,507.94885,3.89412,0.97215,7.78019,0.97265,0,18.4713,2.91845,0,0.97366,0,0,7.78774,0,0
95197,Deuil-la-Barre,4.89143,51.72194,0,9.08145,204.92222,7.6609,0,47.25877,3.11714,10.94298,222.23261,16.11041,0,5.11905,0,23.84271,517.4133,4.63574,29.51692,564.55331,6.90274,1.0749,369.26163,7.7669,0,98.06661,8.51478,3.14578,17.19712,0,412.63522,1118.15776,0,45.13482,606.52609,3.94987,26.45924,687.74441,3.52432,26.29839,81.97861,3.45416,9.60851,31.7758,0,852.90717,625.61037,2.99822,58.48345,162.15254,3.87447,41.73108,363.83957,2.14979,3.21216,20.11712,0,24.58236,22.90092,0,985.0351,207.2852,0,38.90429,31.98803,0,9.80645,93.93601,0,3.14578,7.26471,0,6.40851,6.80681,0,992.83452,27.57782,0,22.38809,2.2032,0,3.11714,20.38698,0,3.14833,0,6.05155,9.75832,0,0
95199,Domont,2.99612,36.40098,0,7.90615,217.78542,0,0,34.17587,0,2.80073,14.24008,0,0,2.80073,0,56.77377,137.75359,0,20.03033,303.14322,0,6.78025,240.836,0,0,43.45209,0,0.99997,0,0,259.41703,573.51295,3.06323,17.13132,343.85123,0,35.70199,433.79223,0,12.39191,36.68671,0,14.27716,21.63912,0,735.33925,433.98802,0,23.93023,114.67977,0,74.47013,240.04866,5.73255,1.01672,5.52673,0,26.16615,18.68918,0,847.30687,74.68958,0,30.83071,13.11754,0,26.99809,38.51655,2.96439,2.99612,5.21102,0,19.91925,0,0,837.83156,0.96853,0,9.45032,5.11548,0,33.13297,0,0,0,0,0,3.99989,0,0
95203,Eaubonne,0,34.37679,0,1.28137,143.44725,3.7075,0,148.3597,1.0086,2.5229,60.56228,18.92618,3.25978,7.21695,10.00001,49.98251,313.24598,0,13.90506,511.12196,0,0,397.47371,0,3.11749,47.69065,2.47011,3.65011,7.78093,3,453.10474,1326.86954,4.16607,49.41088,638.5508,3.55316,3.78821,685.69644,0,0,34.99556,0,22.52712,29.99188,2,1025.231,1123.13681,0,44.35474,198.82609,0,3.11749,369.09726,2.93265,3.00471,10.69578,0,9.66043,31.1606,0,1151.58522,381.30243,0,54.13989,45.87617,0,16.04189,39.9067,0,4.45674,9.52114,0,3.62365,5.71308,0,1203.21137,35.64267,0,18.40313,5.87943,0,0,9.90704,0,3.32754,0.73505,0,7.6124,5.90407,0
95205,Écouen,0,11,0,1,33,10,0,16,0,2,7,32,0,1,1,13,82,0,3,79,2,1,79,0,0,4,2,1,7,0,121,211,2,27,98,0,12,202,1,2,12,0,3,10,0,320,184,1,31,51,0,45,134,0,2,3,0,12,7,0,457,56,1,10,8,1,10,30,0,1,2,0,10,5,0,410,6,0,11,1,1,2,0,0,0,0,0,8,1,1
95210,Enghien-les-Bains,0,46.93897,0,9.32016,358.52061,10.03391,0,60.50627,3.52999,0,75.19696,3.98755,0,17.52702,0,14.76259,396.14167,0,3.06327,594.10394,0.93592,0,215.2731,0,0,109.14795,0,0,31.21453,0,66.50867,587.06184,0,17.592,400.17199,0,0,219.24582,1.04941,2.96087,35.70249,0,0,33.59235,0,187.89689,394.86151,0,12.10806,154.36278,6.27135,0,111.49492,0,3.23999,13.50744,0,2.99224,12.99263,0,234.12027,150.42417,0,28.04463,34.68987,0,0,50.28183,0,0,3.3734,0,8.36452,11.58102,0,637.22292,45.65419,0,23.59295,3.84598,0,0,6.49797,0,2.62632,0,0,6.19788,5.90924,0
95211,Ennery,1,0,0,0,12,0,0,0,0,0,2,4,0,1,0,3,7,0,5,54,0,0,0,0,0,6,1,1,0,0,36,3,0,10,17,0,1,0,0,1,0,0,0,1,0,169,9,0,18,4,0,7,0,0,0,1,0,5,2,0,211,0,0,10,1,0,5,0,0,0,0,0,3,1,0,251,2,0,9,0,0,1,0,0,2,0,0,3,0,0
95212,Épiais-lès-Louvres,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,2,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
95213,Épiais-Rhus,1.09345,0,1.09345,0,1.09345,0,0,0,0,0,0,0,1.09345,0,0,9.78014,0,0,1.09345,3.04022,0,0,0,0,0,0,0,2.18689,1.09345,0,12.37219,0,0,3.21946,4.13706,0,1.09345,0,0,0,0,0,0,0,0,47.96095,0,0,5.05785,0.9208,0,0,0,0,0,0,0,3.04681,0,0,53.30625,0,0,0.86953,0,0,0,0,0,0.9208,0,0,1.03257,0,0,110.70278,0,0,1.03257,0,0,0,0,0,0.9208,0,0,1.09345,0,0
